GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1500000US080310042011,080310042011,"Block Group 1, Census Tract 42.01, Denver County, Colorado",752,119,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,29,0,12,0,12,72,53,18,20,235,81,194,94,129,61,78,63
1500000US080310042012,080310042012,"Block Group 2, Census Tract 42.01, Denver County, Colorado",538,112,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,46,0,12,0,12,0,12,0,12,10,15,8,14,0,12,8,14,9,15,0,12,172,73,147,72,67,34,88,79
1500000US080310042013,080310042013,"Block Group 3, Census Tract 42.01, Denver County, Colorado",538,122,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,0,12,0,12,12,19,0,12,0,12,0,12,10,15,10,16,9,15,109,57,22,20,144,69,113,61,39,31,63,43
1500000US080310042014,080310042014,"Block Group 4, Census Tract 42.01, Denver County, Colorado",672,151,0,12,0,12,0,12,0,12,0,12,28,43,0,12,0,12,0,12,0,12,0,12,0,12,14,21,0,12,0,12,79,94,6,11,11,17,200,122,15,17,180,68,46,35,76,51,17,19
1500000US080310042015,080310042015,"Block Group 5, Census Tract 42.01, Denver County, Colorado",524,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,28,8,12,37,28,198,64,148,62,76,40,38,30
1500000US080310042016,080310042016,"Block Group 6, Census Tract 42.01, Denver County, Colorado",484,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,39,0,12,0,12,0,12,0,12,9,14,17,18,9,14,155,47,118,40,110,50,43,31
1500000US080310042021,080310042021,"Block Group 1, Census Tract 42.02, Denver County, Colorado",573,318,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,51,82,129,0,12,0,12,13,20,0,12,9,16,0,12,112,118,0,12,53,53,54,37,8,13,90,57,74,66,45,45,0,12
1500000US080310042022,080310042022,"Block Group 2, Census Tract 42.02, Denver County, Colorado",657,138,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,50,52,10,15,29,26,85,63,56,40,243,93,86,47,69,43,29,23
1500000US080310042023,080310042023,"Block Group 3, Census Tract 42.02, Denver County, Colorado",998,134,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,2,4,0,12,12,19,10,16,2,5,0,12,11,18,65,54,0,12,35,42,160,61,28,19,348,93,201,72,81,51,35,26
1500000US080310042024,080310042024,"Block Group 4, Census Tract 42.02, Denver County, Colorado",398,101,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,16,10,16,8,12,11,16,21,23,204,80,71,61,30,29,32,31
1500000US080310042025,080310042025,"Block Group 5, Census Tract 42.02, Denver County, Colorado",551,90,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,30,0,12,10,15,28,23,7,11,152,45,176,69,92,44,67,36
1500000US080310043011,080310043011,"Block Group 1, Census Tract 43.01, Denver County, Colorado",1204,240,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,69,12,20,0,12,78,74,27,33,63,59,206,113,106,102,335,147,269,100,53,45,11,24
1500000US080310043012,080310043012,"Block Group 2, Census Tract 43.01, Denver County, Colorado",787,210,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,21,0,12,0,12,9,20,0,12,108,98,12,20,19,23,197,130,114,118,202,176,75,56,23,28,19,33
1500000US080310043013,080310043013,"Block Group 3, Census Tract 43.01, Denver County, Colorado",941,201,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,14,23,0,12,95,71,73,69,19,30,450,177,170,77,74,58,37,59
1500000US080310043014,080310043014,"Block Group 4, Census Tract 43.01, Denver County, Colorado",1013,196,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,76,83,0,12,0,12,0,12,96,81,19,32,0,12,129,75,124,88,402,163,133,96,16,26,18,28
1500000US080310043021,080310043021,"Block Group 1, Census Tract 43.02, Denver County, Colorado",601,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,51,35,28,0,12,50,37,126,62,44,37,147,67,107,55,48,29,10,14
1500000US080310043022,080310043022,"Block Group 2, Census Tract 43.02, Denver County, Colorado",678,104,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,21,21,25,22,26,73,53,11,18,275,79,187,61,41,38,17,19
1500000US080310043023,080310043023,"Block Group 3, Census Tract 43.02, Denver County, Colorado",685,133,17,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,8,0,12,70,65,23,29,0,12,130,88,17,22,288,94,114,63,9,12,14,18
1500000US080310043031,080310043031,"Block Group 1, Census Tract 43.03, Denver County, Colorado",921,160,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,0,12,11,18,0,12,0,12,0,12,0,12,54,66,0,12,30,28,40,41,28,25,430,129,197,77,104,52,18,20
1500000US080310043032,080310043032,"Block Group 2, Census Tract 43.03, Denver County, Colorado",886,125,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,0,12,0,12,17,20,0,12,0,12,41,32,0,12,393,108,201,76,167,65,56,41
1500000US080310043033,080310043033,"Block Group 3, Census Tract 43.03, Denver County, Colorado",362,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,9,15,0,12,21,22,0,12,0,12,171,70,109,57,43,30,0,12
1500000US080310043034,080310043034,"Block Group 4, Census Tract 43.03, Denver County, Colorado",612,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,22,7,10,236,73,214,125,118,68,17,18
1500000US080310043041,080310043041,"Block Group 1, Census Tract 43.04, Denver County, Colorado",933,229,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,36,0,12,17,27,116,91,18,27,426,179,156,67,103,79,66,65
1500000US080310043042,080310043042,"Block Group 2, Census Tract 43.04, Denver County, Colorado",844,170,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,0,12,24,37,46,44,0,12,68,39,100,58,28,32,291,118,188,116,83,57,15,23
1500000US080310043043,080310043043,"Block Group 3, Census Tract 43.04, Denver County, Colorado",1220,221,19,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,72,88,38,42,41,48,89,71,104,82,354,110,277,114,159,116,67,51
1500000US080310043044,080310043044,"Block Group 4, Census Tract 43.04, Denver County, Colorado",1572,335,35,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,110,167,0,12,0,12,209,166,0,12,0,12,86,65,0,12,644,216,407,147,29,45,52,49
1500000US080310043061,080310043061,"Block Group 1, Census Tract 43.06, Denver County, Colorado",369,123,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,12,20,0,12,0,12,69,56,0,12,149,92,72,92,54,84,0,12
1500000US080310043062,080310043062,"Block Group 2, Census Tract 43.06, Denver County, Colorado",638,175,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,60,58,0,12,0,12,0,12,0,12,139,79,210,121,167,86,62,52
1500000US080310043063,080310043063,"Block Group 3, Census Tract 43.06, Denver County, Colorado",1303,315,0,12,13,20,0,12,0,12,0,12,0,12,0,12,6,14,24,36,0,12,12,14,0,12,0,12,0,12,0,12,92,58,0,12,28,42,185,90,62,49,604,215,122,84,122,84,33,34
1500000US080310043064,080310043064,"Block Group 4, Census Tract 43.06, Denver County, Colorado",669,153,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,64,65,27,39,12,20,65,57,39,42,258,108,174,122,0,12,17,26
1500000US080310043065,080310043065,"Block Group 5, Census Tract 43.06, Denver County, Colorado",912,204,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,83,70,17,27,0,12,56,42,21,32,415,132,157,81,38,64,125,114
1500000US080310044031,080310044031,"Block Group 1, Census Tract 44.03, Denver County, Colorado",524,105,12,20,0,12,0,12,0,12,11,17,0,12,12,18,0,12,6,11,0,12,16,24,16,23,36,31,0,12,5,9,33,26,24,25,20,18,72,47,67,52,166,62,28,26,0,12,0,12
1500000US080310044032,080310044032,"Block Group 2, Census Tract 44.03, Denver County, Colorado",1377,238,22,25,0,12,0,12,0,12,0,12,9,14,9,15,0,12,0,12,0,12,44,51,32,49,0,12,0,12,59,56,262,124,79,50,97,57,323,112,110,66,224,81,82,42,25,23,0,12
1500000US080310044033,080310044033,"Block Group 3, Census Tract 44.03, Denver County, Colorado",1359,221,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,34,0,12,13,19,14,23,11,18,0,12,0,12,197,101,19,21,30,26,257,94,129,69,404,189,217,89,27,27,10,16
1500000US080310044041,080310044041,"Block Group 1, Census Tract 44.04, Denver County, Colorado",944,357,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,51,7,23,0,12,7,17,111,81,130,194,4,11,93,70,75,81,410,174,90,63,0,12,0,12
1500000US080310044042,080310044042,"Block Group 2, Census Tract 44.04, Denver County, Colorado",1557,295,62,68,0,12,0,12,0,12,0,12,31,47,0,12,0,12,18,28,0,12,0,12,36,48,79,86,0,12,30,35,209,119,87,96,61,51,423,165,88,78,246,129,171,107,16,26,0,12
1500000US080310044043,080310044043,"Block Group 3, Census Tract 44.04, Denver County, Colorado",1571,361,105,94,0,12,0,12,0,12,108,96,33,50,0,12,42,60,61,83,0,12,0,12,13,24,36,58,84,93,90,57,547,311,30,37,83,58,74,43,52,45,128,85,85,77,0,12,0,12
1500000US080310044051,080310044051,"Block Group 1, Census Tract 44.05, Denver County, Colorado",1009,259,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,91,0,12,29,33,123,90,0,12,406,198,200,92,163,85,35,39
1500000US080310044052,080310044052,"Block Group 2, Census Tract 44.05, Denver County, Colorado",987,246,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,35,19,34,12,20,95,61,27,33,490,201,259,122,47,43,9,16
1500000US080310044053,080310044053,"Block Group 3, Census Tract 44.05, Denver County, Colorado",1021,233,18,29,0,12,0,12,0,12,0,12,0,12,25,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,23,202,132,30,33,45,41,123,124,77,78,197,103,123,57,104,74,62,58
1500000US080310044054,080310044054,"Block Group 4, Census Tract 44.05, Denver County, Colorado",3256,326,50,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,14,23,0,12,0,12,16,29,152,101,42,63,31,36,174,85,149,79,1230,252,679,177,500,150,204,116
1500000US080310045031,080310045031,"Block Group 1, Census Tract 45.03, Denver County, Colorado",888,224,26,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,83,88,0,12,37,44,166,90,0,12,0,12,0,12,212,78,169,99,31,26,80,64,26,42,58,50,0,12,0,12,0,12
1500000US080310045032,080310045032,"Block Group 2, Census Tract 45.03, Denver County, Colorado",921,283,10,17,0,12,0,12,0,12,0,12,14,22,16,26,0,12,34,37,0,12,46,47,20,24,23,36,43,52,0,12,293,150,77,68,35,30,124,60,17,26,117,72,0,12,52,79,0,12
1500000US080310045033,080310045033,"Block Group 3, Census Tract 45.03, Denver County, Colorado",587,184,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,36,28,41,0,12,55,64,85,56,22,32,42,48,0,12,134,77,27,29,82,57,27,32,0,12,53,41,10,17,0,12,0,12
1500000US080310045041,080310045041,"Block Group 1, Census Tract 45.04, Denver County, Colorado",950,200,43,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,38,13,21,0,12,96,85,29,36,28,31,90,56,197,92,13,20,46,38,187,117,80,54,61,50,6,11,19,28,0,12
1500000US080310045042,080310045042,"Block Group 2, Census Tract 45.04, Denver County, Colorado",1032,177,75,75,0,12,0,12,0,12,18,28,31,39,0,12,0,12,35,38,62,49,43,34,57,55,49,38,103,69,25,22,343,104,44,36,12,15,69,59,20,23,46,56,0,12,0,12,0,12
1500000US080310045043,080310045043,"Block Group 3, Census Tract 45.04, Denver County, Colorado",476,155,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,52,54,0,12,18,20,22,21,0,12,11,16,7,12,48,42,20,26,7,13,195,136,45,34,17,26,26,29,0,12,0,12
1500000US080310045051,080310045051,"Block Group 1, Census Tract 45.05, Denver County, Colorado",1295,218,95,109,0,12,0,12,0,12,0,12,63,63,0,12,12,20,162,81,2,7,82,79,51,49,122,77,37,35,43,48,165,99,52,52,46,40,191,115,58,43,114,62,0,12,0,12,0,12
1500000US080310045052,080310045052,"Block Group 2, Census Tract 45.05, Denver County, Colorado",515,212,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,35,117,106,7,12,11,19,16,27,195,113,61,74,39,53,23,34,0,12,25,36,0,12,0,12,0,12
1500000US080310045053,080310045053,"Block Group 3, Census Tract 45.05, Denver County, Colorado",745,289,0,12,0,12,0,12,18,29,0,12,13,22,0,12,0,12,24,30,0,12,0,12,75,69,44,51,35,53,26,33,395,178,5,9,20,32,40,41,13,23,24,29,13,21,0,12,0,12
1500000US080310045061,080310045061,"Block Group 1, Census Tract 45.06, Denver County, Colorado",515,114,15,20,0,12,0,12,0,12,0,12,28,29,0,12,0,12,11,19,10,16,5,9,111,81,0,12,29,28,18,21,125,66,11,17,17,18,48,39,37,33,26,31,8,11,5,7,11,13
1500000US080310045062,080310045062,"Block Group 2, Census Tract 45.06, Denver County, Colorado",1007,191,44,27,0,12,0,12,0,12,0,12,5,8,0,12,0,12,108,67,0,12,46,47,81,43,35,34,48,36,14,17,324,97,29,23,99,82,45,28,43,32,56,47,24,35,6,9,0,12
1500000US080310045063,080310045063,"Block Group 3, Census Tract 45.06, Denver County, Colorado",672,150,8,9,0,12,0,12,0,12,13,14,20,20,29,32,4,7,54,33,0,12,37,31,57,44,29,26,55,40,22,27,127,56,39,32,59,25,69,46,13,19,37,29,0,12,0,12,0,12
1500000US080310046011,080310046011,"Block Group 1, Census Tract 46.01, Denver County, Colorado",630,165,14,21,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,27,30,39,42,9,15,0,12,39,47,210,106,36,35,39,43,120,70,10,15,77,49,0,12,0,12,0,12
1500000US080310046012,080310046012,"Block Group 2, Census Tract 46.01, Denver County, Colorado",906,218,23,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,80,60,0,12,21,21,10,17,33,40,121,117,0,12,235,119,90,72,56,50,123,74,43,40,39,24,27,25,5,10,0,12
1500000US080310046013,080310046013,"Block Group 3, Census Tract 46.01, Denver County, Colorado",1256,271,68,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,35,0,12,11,17,63,57,109,72,63,76,311,132,105,74,51,35,166,116,62,51,208,101,15,17,0,12,0,12
1500000US080310046014,080310046014,"Block Group 4, Census Tract 46.01, Denver County, Colorado",856,312,30,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,43,0,12,18,22,12,18,214,119,88,111,79,71,125,70,23,25,230,124,9,11,0,12,0,12
1500000US080310046021,080310046021,"Block Group 1, Census Tract 46.02, Denver County, Colorado",1354,286,19,29,0,12,0,12,0,12,22,35,0,12,0,12,58,64,78,77,3,6,63,59,26,43,57,63,36,44,49,45,388,181,50,46,100,79,47,40,7,8,296,125,12,19,43,49,0,12
1500000US080310046022,080310046022,"Block Group 2, Census Tract 46.02, Denver County, Colorado",1713,440,49,65,0,12,0,12,0,12,0,12,76,89,123,165,0,12,76,86,0,12,66,104,50,80,44,69,144,133,49,56,529,206,189,140,0,12,128,98,17,27,102,73,71,84,0,12,0,12
1500000US080310046023,080310046023,"Block Group 3, Census Tract 46.02, Denver County, Colorado",890,253,36,53,0,12,0,12,0,12,0,12,0,12,80,128,0,12,128,149,35,56,2,4,0,12,0,12,22,34,0,12,219,134,49,53,53,50,87,80,74,80,105,71,0,12,0,12,0,12
1500000US080310046024,080310046024,"Block Group 4, Census Tract 46.02, Denver County, Colorado",539,220,39,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,173,155,0,12,7,15,53,82,27,33,0,12,0,12,98,67,37,60,15,27,41,50,29,36,20,27,0,12,0,12,0,12
1500000US080310046031,080310046031,"Block Group 1, Census Tract 46.03, Denver County, Colorado",561,227,80,87,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,70,97,89,0,12,37,42,65,76,90,90,22,34,6,10,6,11,71,59,43,40,0,12,0,12,0,12
1500000US080310046032,080310046032,"Block Group 2, Census Tract 46.03, Denver County, Colorado",583,154,7,12,0,12,0,12,0,12,0,12,0,12,0,12,38,43,34,37,15,22,0,12,26,22,0,12,58,60,0,12,178,88,77,57,2,5,1,4,23,20,109,64,15,18,0,12,0,12
1500000US080310046033,080310046033,"Block Group 3, Census Tract 46.03, Denver County, Colorado",821,162,36,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,9,14,0,12,10,16,0,12,32,29,196,102,68,51,43,29,95,42,85,59,148,61,90,40,0,12,0,12
1500000US080310046034,080310046034,"Block Group 4, Census Tract 46.03, Denver County, Colorado",997,237,35,40,0,12,0,12,0,12,0,12,0,12,0,12,29,43,36,53,0,12,0,12,81,82,14,20,30,32,10,16,245,123,46,39,20,23,136,59,152,77,76,44,78,50,0,12,9,16
1500000US080310046035,080310046035,"Block Group 5, Census Tract 46.03, Denver County, Colorado",882,205,26,31,0,12,0,12,0,12,0,12,0,12,0,12,24,37,26,41,0,12,0,12,25,38,0,12,101,74,35,33,170,74,76,64,14,15,131,91,51,44,83,69,64,53,20,30,36,44
1500000US080310047001,080310047001,"Block Group 1, Census Tract 47, Denver County, Colorado",281,152,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,25,0,12,0,12,0,12,15,25,0,12,0,12,89,79,23,39,4,16,62,57,28,46,32,47,14,22,0,12,0,12
1500000US080310047002,080310047002,"Block Group 2, Census Tract 47, Denver County, Colorado",480,239,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,10,0,12,0,12,91,65,24,43,11,21,16,26,94,124,113,83,95,56,14,23,18,30
1500000US080310047003,080310047003,"Block Group 3, Census Tract 47, Denver County, Colorado",788,394,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,92,113,0,12,25,40,19,28,268,151,156,179,32,50,87,79,0,12,109,83,0,12,0,12,0,12
1500000US080310047004,080310047004,"Block Group 4, Census Tract 47, Denver County, Colorado",418,207,23,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,32,94,74,31,48,72,58,58,81,48,52,71,78,0,12,0,12,0,12
1500000US080310047005,080310047005,"Block Group 5, Census Tract 47, Denver County, Colorado",947,275,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,61,109,0,12,16,28,21,37,169,128,86,75,0,12,183,100,46,53,257,131,108,76,0,12,0,12
1500000US080310047006,080310047006,"Block Group 6, Census Tract 47, Denver County, Colorado",1452,419,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,35,70,101,0,12,293,319,203,183,58,92,0,12,0,12,291,155,88,85,98,68,60,86,0,12,233,177,15,25,21,35,0,12
1500000US080310048011,080310048011,"Block Group 1, Census Tract 48.01, Denver County, Colorado",747,162,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,0,12,0,12,0,12,33,27,123,67,36,37,88,76,162,86,45,34,184,90,43,32,22,19,0,12
1500000US080310048012,080310048012,"Block Group 2, Census Tract 48.01, Denver County, Colorado",1128,259,42,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,37,0,12,0,12,7,12,53,67,55,70,36,40,211,110,57,38,89,66,183,93,106,49,204,87,29,26,14,21,15,20
1500000US080310048013,080310048013,"Block Group 3, Census Tract 48.01, Denver County, Colorado",436,158,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,47,0,12,0,12,6,9,0,12,0,12,12,19,81,57,25,26,6,10,130,120,18,19,54,42,58,44,0,12,0,12
1500000US080310050011,080310050011,"Block Group 1, Census Tract 50.01, Denver County, Colorado",1330,171,0,12,0,12,0,12,5,11,0,12,5,11,5,11,5,11,0,12,5,11,0,12,13,21,22,24,18,27,0,12,247,93,61,46,16,13,291,101,75,37,321,85,192,69,39,35,10,15
1500000US080310050012,080310050012,"Block Group 2, Census Tract 50.01, Denver County, Colorado",757,145,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,8,13,0,12,27,33,0,12,8,13,0,12,26,30,37,31,30,31,58,34,74,40,44,30,238,70,163,60,21,22,15,20
1500000US080310050021,080310050021,"Block Group 1, Census Tract 50.02, Denver County, Colorado",562,144,14,22,0,12,0,12,0,12,0,12,0,12,22,35,0,12,0,12,0,12,0,12,0,12,0,12,6,14,0,12,35,31,0,12,12,19,102,71,15,23,175,57,100,71,81,42,0,12
1500000US080310050022,080310050022,"Block Group 2, Census Tract 50.02, Denver County, Colorado",840,192,23,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,0,12,0,12,12,19,0,12,38,46,94,61,72,51,54,53,198,133,35,43,210,114,71,56,11,16,10,16
1500000US080310050023,080310050023,"Block Group 3, Census Tract 50.02, Denver County, Colorado",1272,282,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,36,31,49,0,12,37,61,13,25,57,49,124,92,240,158,144,82,143,97,198,95,105,71,92,63,54,55
1500000US080310050024,080310050024,"Block Group 4, Census Tract 50.02, Denver County, Colorado",1717,305,88,105,0,12,0,12,0,12,0,12,0,12,24,37,0,12,26,39,0,12,0,12,0,12,0,12,0,12,0,12,244,127,56,58,216,102,204,93,153,130,489,182,217,118,0,12,0,12
1500000US080310050025,080310050025,"Block Group 5, Census Tract 50.02, Denver County, Colorado",760,167,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,67,69,0,12,58,62,69,64,52,31,181,94,66,55,130,72,116,69,21,33,0,12
1500000US080310051021,080310051021,"Block Group 1, Census Tract 51.02, Denver County, Colorado",395,105,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,15,0,12,0,12,54,32,0,12,0,12,93,68,23,26,141,57,67,41,0,12,10,15
1500000US080310051022,080310051022,"Block Group 2, Census Tract 51.02, Denver County, Colorado",473,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,55,46,0,12,22,24,65,36,0,12,218,77,76,37,0,12,29,22
1500000US080310051023,080310051023,"Block Group 3, Census Tract 51.02, Denver County, Colorado",1270,261,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,184,91,7,13,7,10,282,154,55,60,498,141,172,59,9,15,56,51
1500000US080310051024,080310051024,"Block Group 4, Census Tract 51.02, Denver County, Colorado",733,207,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,82,132,0,12,0,12,20,25,0,12,8,12,22,22,103,69,30,30,24,27,185,93,12,19,182,120,49,29,0,12,16,18
1500000US080310051041,080310051041,"Block Group 1, Census Tract 51.04, Denver County, Colorado",1421,206,0,12,0,12,0,12,0,12,0,12,36,47,0,12,24,39,0,12,0,12,15,23,0,12,18,29,0,12,8,13,245,103,37,41,70,42,164,65,171,78,452,154,116,60,34,33,31,31
1500000US080310051042,080310051042,"Block Group 2, Census Tract 51.04, Denver County, Colorado",1322,220,55,56,0,12,0,12,0,12,0,12,0,12,6,10,4,9,2,7,0,12,31,31,3,9,3,7,50,43,22,24,177,60,116,69,71,43,88,50,120,53,417,142,105,53,43,34,9,14
1500000US080310052001,080310052001,"Block Group 1, Census Tract 52, Denver County, Colorado",439,120,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,44,42,0,12,27,23,31,25,90,94,126,77,113,48,0,12,0,12
