GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07
Id,Id2,Geography,Estimate; Total:,Estimate; Native:,Estimate; Native: - Allocated,Estimate; Native: - Not allocated,Estimate; Foreign born:,Estimate; Foreign born: - Allocated,Estimate; Foreign born: - Not allocated
1500000US080310154001,080310154001,"Block Group 1, Census Tract 154, Denver County, Colorado",1282,1253,90,1163,29,0,29
1500000US080310154002,080310154002,"Block Group 2, Census Tract 154, Denver County, Colorado",1180,1133,58,1075,47,26,21
1500000US080310154003,080310154003,"Block Group 3, Census Tract 154, Denver County, Colorado",740,720,13,707,20,10,10
1500000US080310154004,080310154004,"Block Group 4, Census Tract 154, Denver County, Colorado",1403,1345,28,1317,58,13,45
1500000US080310155001,080310155001,"Block Group 1, Census Tract 155, Denver County, Colorado",1310,813,125,688,497,30,467
1500000US080310155002,080310155002,"Block Group 2, Census Tract 155, Denver County, Colorado",1577,1461,133,1328,116,22,94
1500000US080310155003,080310155003,"Block Group 3, Census Tract 155, Denver County, Colorado",907,773,61,712,134,37,97
1500000US080310156001,080310156001,"Block Group 1, Census Tract 156, Denver County, Colorado",3116,1793,202,1591,1323,277,1046
1500000US080310156002,080310156002,"Block Group 2, Census Tract 156, Denver County, Colorado",2323,1217,82,1135,1106,207,899
1500000US080310156003,080310156003,"Block Group 3, Census Tract 156, Denver County, Colorado",1431,990,0,990,441,78,363
1500000US080310156004,080310156004,"Block Group 4, Census Tract 156, Denver County, Colorado",1666,1283,31,1252,383,0,383
1500000US080310157001,080310157001,"Block Group 1, Census Tract 157, Denver County, Colorado",1845,1581,242,1339,264,0,264
1500000US080310157002,080310157002,"Block Group 2, Census Tract 157, Denver County, Colorado",1374,1175,0,1175,199,91,108
1500000US080310157003,080310157003,"Block Group 3, Census Tract 157, Denver County, Colorado",1099,908,125,783,191,21,170
1500000US080310157004,080310157004,"Block Group 4, Census Tract 157, Denver County, Colorado",1583,1360,63,1297,223,0,223
1500000US080319800001,080319800001,"Block Group 1, Census Tract 9800, Denver County, Colorado",1428,1273,57,1216,155,0,155
1500000US080319801001,080319801001,"Block Group 1, Census Tract 9801, Denver County, Colorado",0,0,0,0,0,0,0
