GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US080310001021,080310001021,"Block Group 1, Census Tract 1.02, Denver County, Colorado",938,200,855,194,0,12,13,21,0,12,0,12,34,40,36,30,0,12,36,30
1500000US080310001022,080310001022,"Block Group 2, Census Tract 1.02, Denver County, Colorado",1670,240,1383,266,16,26,19,30,9,14,0,12,227,125,16,18,9,13,7,11
1500000US080310001023,080310001023,"Block Group 3, Census Tract 1.02, Denver County, Colorado",848,183,679,167,48,37,0,12,27,30,0,12,19,21,75,67,0,12,75,67
1500000US080310002011,080310002011,"Block Group 1, Census Tract 2.01, Denver County, Colorado",1820,327,1582,302,41,77,40,63,25,40,14,25,49,50,69,80,0,12,69,80
1500000US080310002012,080310002012,"Block Group 2, Census Tract 2.01, Denver County, Colorado",2061,369,1861,349,40,34,10,15,7,11,0,12,94,79,49,43,16,26,33,34
1500000US080310002021,080310002021,"Block Group 1, Census Tract 2.02, Denver County, Colorado",661,296,415,235,52,71,152,224,31,45,0,12,11,18,0,12,0,12,0,12
1500000US080310002022,080310002022,"Block Group 2, Census Tract 2.02, Denver County, Colorado",1455,275,1238,269,0,12,63,57,0,12,0,12,109,86,45,59,0,12,45,59
1500000US080310002023,080310002023,"Block Group 3, Census Tract 2.02, Denver County, Colorado",827,203,709,175,33,46,17,21,16,20,0,12,19,22,33,40,0,12,33,40
1500000US080310002024,080310002024,"Block Group 4, Census Tract 2.02, Denver County, Colorado",1051,264,936,274,31,35,52,47,13,20,0,12,0,12,19,21,9,14,10,16
1500000US080310003011,080310003011,"Block Group 1, Census Tract 3.01, Denver County, Colorado",796,208,752,216,0,12,0,12,0,12,0,12,31,33,13,23,0,12,13,23
1500000US080310003012,080310003012,"Block Group 2, Census Tract 3.01, Denver County, Colorado",812,198,793,198,0,12,0,12,0,12,0,12,19,30,0,12,0,12,0,12
1500000US080310003013,080310003013,"Block Group 3, Census Tract 3.01, Denver County, Colorado",1213,369,1169,378,12,12,0,12,32,54,0,12,0,12,0,12,0,12,0,12
1500000US080310003014,080310003014,"Block Group 4, Census Tract 3.01, Denver County, Colorado",1317,405,952,247,0,12,0,12,45,51,0,12,304,342,16,26,16,26,0,12
1500000US080310003015,080310003015,"Block Group 5, Census Tract 3.01, Denver County, Colorado",780,208,743,191,0,12,0,12,37,56,0,12,0,12,0,12,0,12,0,12
1500000US080310003016,080310003016,"Block Group 6, Census Tract 3.01, Denver County, Colorado",824,246,662,170,0,12,0,12,0,12,0,12,144,170,18,26,0,12,18,26
1500000US080310003021,080310003021,"Block Group 1, Census Tract 3.02, Denver County, Colorado",771,404,734,410,16,25,0,12,0,12,0,12,0,12,21,36,0,12,21,36
1500000US080310003022,080310003022,"Block Group 2, Census Tract 3.02, Denver County, Colorado",936,381,706,232,215,334,15,16,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310003023,080310003023,"Block Group 3, Census Tract 3.02, Denver County, Colorado",784,258,634,235,0,12,0,12,28,28,0,12,98,129,24,23,11,17,13,15
1500000US080310003024,080310003024,"Block Group 4, Census Tract 3.02, Denver County, Colorado",779,259,718,246,21,36,0,12,0,12,0,12,0,12,40,67,0,12,40,67
1500000US080310003025,080310003025,"Block Group 5, Census Tract 3.02, Denver County, Colorado",1303,397,1256,371,11,144,0,12,5,10,0,12,13,22,18,23,0,12,18,23
1500000US080310003031,080310003031,"Block Group 1, Census Tract 3.03, Denver County, Colorado",586,216,586,216,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310003032,080310003032,"Block Group 2, Census Tract 3.03, Denver County, Colorado",769,243,735,234,9,11,0,12,15,26,0,12,0,12,10,16,0,12,10,16
1500000US080310003033,080310003033,"Block Group 3, Census Tract 3.03, Denver County, Colorado",1093,205,964,178,0,12,0,12,71,83,0,12,17,29,41,51,30,47,11,18
1500000US080310003034,080310003034,"Block Group 4, Census Tract 3.03, Denver County, Colorado",492,129,474,127,0,12,0,12,18,27,0,12,0,12,0,12,0,12,0,12
1500000US080310003035,080310003035,"Block Group 5, Census Tract 3.03, Denver County, Colorado",841,182,826,185,0,12,0,12,0,12,0,12,0,12,15,25,15,25,0,12
1500000US080310003036,080310003036,"Block Group 6, Census Tract 3.03, Denver County, Colorado",645,156,627,161,18,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310004011,080310004011,"Block Group 1, Census Tract 4.01, Denver County, Colorado",755,241,626,229,42,78,0,12,41,52,0,12,46,52,0,12,0,12,0,12
1500000US080310004012,080310004012,"Block Group 2, Census Tract 4.01, Denver County, Colorado",1009,367,875,358,0,12,27,31,0,12,0,12,91,80,16,19,10,16,6,10
1500000US080310004013,080310004013,"Block Group 3, Census Tract 4.01, Denver County, Colorado",758,186,721,186,0,12,16,24,0,12,0,12,9,14,12,18,0,12,12,18
1500000US080310004014,080310004014,"Block Group 4, Census Tract 4.01, Denver County, Colorado",906,221,677,161,3,6,0,12,2,5,0,12,207,222,17,27,0,12,17,27
1500000US080310004021,080310004021,"Block Group 1, Census Tract 4.02, Denver County, Colorado",544,152,470,150,0,12,0,12,0,12,0,12,58,70,16,25,0,12,16,25
1500000US080310004022,080310004022,"Block Group 2, Census Tract 4.02, Denver County, Colorado",1280,279,1202,263,46,57,0,12,17,27,0,12,0,12,15,26,15,26,0,12
1500000US080310004023,080310004023,"Block Group 3, Census Tract 4.02, Denver County, Colorado",1275,209,1222,208,2,4,0,12,32,33,0,12,0,12,19,30,0,12,19,30
1500000US080310004024,080310004024,"Block Group 4, Census Tract 4.02, Denver County, Colorado",751,257,568,179,19,29,152,204,0,12,0,12,0,12,12,21,0,12,12,21
1500000US080310004025,080310004025,"Block Group 5, Census Tract 4.02, Denver County, Colorado",843,246,843,246,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310004026,080310004026,"Block Group 6, Census Tract 4.02, Denver County, Colorado",481,149,420,130,0,12,61,81,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310005011,080310005011,"Block Group 1, Census Tract 5.01, Denver County, Colorado",1103,125,1051,124,11,11,8,11,11,13,6,10,0,12,16,18,16,18,0,12
1500000US080310005012,080310005012,"Block Group 2, Census Tract 5.01, Denver County, Colorado",915,152,746,94,96,114,27,39,2,3,0,12,28,27,16,14,12,13,4,6
1500000US080310005021,080310005021,"Block Group 1, Census Tract 5.02, Denver County, Colorado",1152,342,1011,314,8,19,17,28,0,12,0,12,87,137,29,49,0,12,29,49
1500000US080310005022,080310005022,"Block Group 2, Census Tract 5.02, Denver County, Colorado",1241,326,1018,287,51,80,0,12,21,34,0,12,55,67,96,90,39,64,57,66
1500000US080310005023,080310005023,"Block Group 3, Census Tract 5.02, Denver County, Colorado",1069,367,809,349,73,96,24,39,0,12,0,12,0,12,163,182,126,144,37,68
1500000US080310005024,080310005024,"Block Group 4, Census Tract 5.02, Denver County, Colorado",1391,288,889,290,179,223,38,58,51,63,0,12,219,256,15,26,0,12,15,26
1500000US080310005025,080310005025,"Block Group 5, Census Tract 5.02, Denver County, Colorado",1063,329,791,239,0,12,29,42,31,37,0,12,147,185,65,91,0,12,65,91
1500000US080310006001,080310006001,"Block Group 1, Census Tract 6, Denver County, Colorado",1388,234,1243,234,42,53,0,12,15,17,0,12,78,109,10,15,10,15,0,12
1500000US080310006002,080310006002,"Block Group 2, Census Tract 6, Denver County, Colorado",1860,334,1524,320,0,12,25,39,74,75,0,12,206,273,31,28,11,17,20,23
1500000US080310007011,080310007011,"Block Group 1, Census Tract 7.01, Denver County, Colorado",1678,279,1372,270,92,89,41,38,25,30,0,12,115,95,33,38,24,35,9,15
1500000US080310007012,080310007012,"Block Group 2, Census Tract 7.01, Denver County, Colorado",1128,352,699,220,56,59,0,12,0,12,0,12,287,290,86,73,0,12,86,73
1500000US080310007013,080310007013,"Block Group 3, Census Tract 7.01, Denver County, Colorado",1545,337,1149,280,166,152,71,112,0,12,0,12,91,106,68,70,0,12,68,70
1500000US080310007021,080310007021,"Block Group 1, Census Tract 7.02, Denver County, Colorado",901,285,631,284,139,180,12,21,10,22,0,12,54,87,55,97,0,12,55,97
1500000US080310007022,080310007022,"Block Group 2, Census Tract 7.02, Denver County, Colorado",1572,417,1271,390,54,43,25,24,51,52,0,12,93,111,78,76,32,38,46,48
1500000US080310007023,080310007023,"Block Group 3, Census Tract 7.02, Denver County, Colorado",1478,462,797,360,582,438,17,28,38,48,0,12,18,21,26,42,0,12,26,42
1500000US080310007024,080310007024,"Block Group 4, Census Tract 7.02, Denver County, Colorado",584,206,484,209,0,12,8,14,0,12,0,12,56,55,36,39,0,12,36,39
1500000US080310007025,080310007025,"Block Group 5, Census Tract 7.02, Denver County, Colorado",593,237,421,158,0,12,0,12,25,30,12,17,87,135,48,56,0,12,48,56
1500000US080310008001,080310008001,"Block Group 1, Census Tract 8, Denver County, Colorado",1441,266,712,269,468,230,34,46,95,70,0,12,99,107,33,38,0,12,33,38
1500000US080310009021,080310009021,"Block Group 1, Census Tract 9.02, Denver County, Colorado",540,319,317,170,0,12,182,278,8,12,0,12,24,41,9,14,0,12,9,14
1500000US080310009022,080310009022,"Block Group 2, Census Tract 9.02, Denver County, Colorado",1117,491,993,485,50,81,11,16,31,36,0,12,0,12,32,49,32,49,0,12
1500000US080310009023,080310009023,"Block Group 3, Census Tract 9.02, Denver County, Colorado",1187,362,933,389,33,51,18,21,122,102,0,12,35,32,46,41,11,18,35,38
1500000US080310009024,080310009024,"Block Group 4, Census Tract 9.02, Denver County, Colorado",1830,516,1636,535,37,91,0,12,7,13,0,12,123,114,27,43,0,12,27,43
1500000US080310009025,080310009025,"Block Group 5, Census Tract 9.02, Denver County, Colorado",1574,453,1389,434,55,89,56,67,18,29,0,12,56,70,0,12,0,12,0,12
1500000US080310009031,080310009031,"Block Group 1, Census Tract 9.03, Denver County, Colorado",1498,418,1387,423,0,12,24,36,0,12,0,12,77,58,10,16,0,12,10,16
1500000US080310009032,080310009032,"Block Group 2, Census Tract 9.03, Denver County, Colorado",1332,398,1293,401,0,12,0,12,0,12,0,12,39,47,0,12,0,12,0,12
1500000US080310009033,080310009033,"Block Group 3, Census Tract 9.03, Denver County, Colorado",1106,429,1007,423,29,44,17,30,0,12,0,12,43,63,10,16,10,16,0,12
1500000US080310009034,080310009034,"Block Group 4, Census Tract 9.03, Denver County, Colorado",1761,436,1596,425,4,7,23,42,0,12,0,12,128,133,10,21,0,12,10,21
1500000US080310009035,080310009035,"Block Group 5, Census Tract 9.03, Denver County, Colorado",756,213,649,209,0,12,19,31,0,12,0,12,33,52,55,67,45,66,10,15
1500000US080310009041,080310009041,"Block Group 1, Census Tract 9.04, Denver County, Colorado",1072,340,863,310,12,17,11,23,0,12,0,12,156,172,30,33,23,26,7,12
1500000US080310009042,080310009042,"Block Group 2, Census Tract 9.04, Denver County, Colorado",1650,300,1143,295,64,48,38,37,48,65,0,12,238,107,119,91,38,35,81,79
1500000US080310009043,080310009043,"Block Group 3, Census Tract 9.04, Denver County, Colorado",770,319,472,236,0,12,5,10,0,12,0,12,293,256,0,12,0,12,0,12
1500000US080310009044,080310009044,"Block Group 4, Census Tract 9.04, Denver County, Colorado",1687,410,1203,382,119,163,67,69,38,59,0,12,186,141,74,69,64,68,10,16
1500000US080310009051,080310009051,"Block Group 1, Census Tract 9.05, Denver County, Colorado",1003,306,747,242,86,126,0,12,0,12,0,12,170,169,0,12,0,12,0,12
1500000US080310009052,080310009052,"Block Group 2, Census Tract 9.05, Denver County, Colorado",1008,314,670,224,25,41,0,12,0,12,0,12,313,330,0,12,0,12,0,12
1500000US080310009053,080310009053,"Block Group 3, Census Tract 9.05, Denver County, Colorado",826,291,674,285,18,30,0,12,0,12,0,12,134,210,0,12,0,12,0,12
1500000US080310009054,080310009054,"Block Group 4, Census Tract 9.05, Denver County, Colorado",1384,422,1155,426,6,13,38,59,0,12,0,12,162,131,23,36,0,12,23,36
1500000US080310010001,080310010001,"Block Group 1, Census Tract 10, Denver County, Colorado",1390,614,1021,590,160,205,18,29,82,95,0,12,101,105,8,13,8,13,0,12
1500000US080310010002,080310010002,"Block Group 2, Census Tract 10, Denver County, Colorado",944,386,842,345,0,12,0,12,68,110,0,12,26,29,8,12,8,12,0,12
1500000US080310010003,080310010003,"Block Group 3, Census Tract 10, Denver County, Colorado",1904,525,1712,526,22,28,0,12,137,195,0,12,19,32,14,23,0,12,14,23
1500000US080310011011,080310011011,"Block Group 1, Census Tract 11.01, Denver County, Colorado",291,93,201,87,0,12,11,11,0,12,0,12,51,48,28,43,28,43,0,12
1500000US080310011012,080310011012,"Block Group 2, Census Tract 11.01, Denver County, Colorado",619,245,526,249,73,67,0,12,5,8,0,12,0,12,15,27,0,12,15,27
1500000US080310011013,080310011013,"Block Group 3, Census Tract 11.01, Denver County, Colorado",758,205,564,157,7,12,18,29,7,9,0,12,157,110,5,7,0,12,5,7
1500000US080310011014,080310011014,"Block Group 4, Census Tract 11.01, Denver County, Colorado",958,291,653,237,60,60,140,174,0,12,0,12,74,51,31,28,31,28,0,12
1500000US080310011021,080310011021,"Block Group 1, Census Tract 11.02, Denver County, Colorado",1075,334,960,325,37,37,0,12,0,12,0,12,78,73,0,12,0,12,0,12
1500000US080310011022,080310011022,"Block Group 2, Census Tract 11.02, Denver County, Colorado",745,333,416,132,10,16,0,12,0,12,0,12,288,319,31,58,0,12,31,58
1500000US080310011023,080310011023,"Block Group 3, Census Tract 11.02, Denver County, Colorado",2007,318,1828,315,14,26,24,26,90,67,0,12,0,12,51,43,0,12,51,43
1500000US080310013011,080310013011,"Block Group 1, Census Tract 13.01, Denver County, Colorado",1100,415,868,399,49,69,0,12,119,151,0,12,64,89,0,12,0,12,0,12
1500000US080310013012,080310013012,"Block Group 2, Census Tract 13.01, Denver County, Colorado",1274,402,1163,390,2,3,0,12,96,94,0,12,13,19,0,12,0,12,0,12
1500000US080310013013,080310013013,"Block Group 3, Census Tract 13.01, Denver County, Colorado",1345,422,1255,415,34,59,0,12,10,16,0,12,46,51,0,12,0,12,0,12
1500000US080310013014,080310013014,"Block Group 4, Census Tract 13.01, Denver County, Colorado",947,442,848,440,27,43,15,24,5,8,0,12,33,50,19,22,0,12,19,22
1500000US080310013015,080310013015,"Block Group 5, Census Tract 13.01, Denver County, Colorado",785,321,621,289,1,3,0,12,151,125,10,18,2,3,0,12,0,12,0,12
1500000US080310013021,080310013021,"Block Group 1, Census Tract 13.02, Denver County, Colorado",1736,443,1512,441,8,13,0,12,39,51,0,12,70,81,107,106,59,99,48,45
1500000US080310013022,080310013022,"Block Group 2, Census Tract 13.02, Denver County, Colorado",1174,551,930,555,0,12,0,12,0,12,0,12,244,300,0,12,0,12,0,12
1500000US080310013023,080310013023,"Block Group 3, Census Tract 13.02, Denver County, Colorado",1385,333,991,302,42,41,61,83,0,12,0,12,161,106,130,107,0,12,130,107
1500000US080310014011,080310014011,"Block Group 1, Census Tract 14.01, Denver County, Colorado",1172,382,863,324,3,6,0,12,0,12,0,12,272,246,34,53,0,12,34,53
1500000US080310014012,080310014012,"Block Group 2, Census Tract 14.01, Denver County, Colorado",580,223,407,191,0,12,0,12,0,12,0,12,168,139,5,10,0,12,5,10
1500000US080310014013,080310014013,"Block Group 3, Census Tract 14.01, Denver County, Colorado",1767,484,1425,494,19,22,10,16,88,80,0,12,203,186,22,25,0,12,22,25
1500000US080310014014,080310014014,"Block Group 4, Census Tract 14.01, Denver County, Colorado",1650,395,966,316,32,40,0,12,510,191,0,12,142,165,0,12,0,12,0,12
1500000US080310014015,080310014015,"Block Group 5, Census Tract 14.01, Denver County, Colorado",1292,407,971,354,21,34,5,11,0,12,0,12,183,210,112,107,0,12,112,107
1500000US080310014021,080310014021,"Block Group 1, Census Tract 14.02, Denver County, Colorado",1420,531,660,353,348,448,0,12,97,107,0,12,112,164,203,173,0,12,203,173
1500000US080310014022,080310014022,"Block Group 2, Census Tract 14.02, Denver County, Colorado",857,415,497,288,0,12,0,12,0,12,0,12,360,318,0,12,0,12,0,12
1500000US080310014023,080310014023,"Block Group 3, Census Tract 14.02, Denver County, Colorado",1129,423,717,272,17,30,0,12,17,27,0,12,355,465,23,40,0,12,23,40
1500000US080310014024,080310014024,"Block Group 4, Census Tract 14.02, Denver County, Colorado",1535,524,934,405,58,138,0,12,134,172,2,5,323,311,84,91,16,34,68,85
1500000US080310014031,080310014031,"Block Group 1, Census Tract 14.03, Denver County, Colorado",2012,270,1565,267,62,52,53,76,36,44,0,12,174,147,122,138,96,131,26,38
1500000US080310014032,080310014032,"Block Group 2, Census Tract 14.03, Denver County, Colorado",1446,237,966,207,292,184,9,17,16,29,0,12,123,94,40,40,0,12,40,40
1500000US080310015001,080310015001,"Block Group 1, Census Tract 15, Denver County, Colorado",998,349,741,328,69,98,0,12,0,12,0,12,152,155,36,58,0,12,36,58
1500000US080310015002,080310015002,"Block Group 2, Census Tract 15, Denver County, Colorado",1318,423,1182,416,22,39,0,12,5,10,0,12,91,69,18,28,0,12,18,28
1500000US080310015003,080310015003,"Block Group 3, Census Tract 15, Denver County, Colorado",1909,540,1507,503,131,167,11,21,19,44,0,12,216,157,25,25,0,12,25,25
1500000US080310016001,080310016001,"Block Group 1, Census Tract 16, Denver County, Colorado",2530,710,2154,539,177,299,0,12,108,144,0,12,28,46,63,98,0,12,63,98
1500000US080310016002,080310016002,"Block Group 2, Census Tract 16, Denver County, Colorado",6019,750,4639,577,522,258,21,34,165,112,24,34,118,121,530,283,31,50,499,277
1500000US080310016003,080310016003,"Block Group 3, Census Tract 16, Denver County, Colorado",2090,736,1585,598,202,172,14,19,0,12,0,12,191,285,98,135,0,12,98,135
1500000US080310017011,080310017011,"Block Group 1, Census Tract 17.01, Denver County, Colorado",2394,411,2314,423,0,12,0,12,49,45,0,12,0,12,31,39,17,29,14,23
1500000US080310017012,080310017012,"Block Group 2, Census Tract 17.01, Denver County, Colorado",986,240,903,237,22,33,0,12,16,27,0,12,20,31,25,39,25,39,0,12
1500000US080310017013,080310017013,"Block Group 3, Census Tract 17.01, Denver County, Colorado",398,130,367,135,22,36,0,12,0,12,0,12,0,12,9,16,0,12,9,16
1500000US080310017014,080310017014,"Block Group 4, Census Tract 17.01, Denver County, Colorado",1306,287,944,281,25,38,9,17,290,150,0,12,0,12,38,39,16,24,22,31
1500000US080310017015,080310017015,"Block Group 5, Census Tract 17.01, Denver County, Colorado",794,201,794,201,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310017021,080310017021,"Block Group 1, Census Tract 17.02, Denver County, Colorado",1584,339,1219,283,153,130,16,26,0,12,0,12,58,86,138,89,0,12,138,89
1500000US080310017022,080310017022,"Block Group 2, Census Tract 17.02, Denver County, Colorado",2523,429,2174,430,112,83,0,12,165,102,0,12,16,25,56,50,0,12,56,50
1500000US080310018001,080310018001,"Block Group 1, Census Tract 18, Denver County, Colorado",1950,212,1463,222,144,112,71,87,73,54,0,12,170,105,29,31,0,12,29,31
1500000US080310018002,080310018002,"Block Group 2, Census Tract 18, Denver County, Colorado",1467,368,1004,265,35,38,11,15,7,12,0,12,364,304,46,46,0,12,46,46
1500000US080310019011,080310019011,"Block Group 1, Census Tract 19.01, Denver County, Colorado",851,369,535,331,171,195,0,12,41,64,0,12,95,135,9,15,0,12,9,15
1500000US080310019012,080310019012,"Block Group 2, Census Tract 19.01, Denver County, Colorado",1936,403,1553,369,160,121,10,15,19,25,0,12,161,176,33,27,14,23,19,29
1500000US080310019021,080310019021,"Block Group 1, Census Tract 19.02, Denver County, Colorado",798,200,688,174,21,29,0,12,42,41,6,10,10,20,31,35,0,12,31,35
1500000US080310020001,080310020001,"Block Group 1, Census Tract 20, Denver County, Colorado",1962,205,1676,194,136,86,0,12,50,42,18,29,54,59,28,36,0,12,28,36
1500000US080310021001,080310021001,"Block Group 1, Census Tract 21, Denver County, Colorado",1116,336,903,263,106,102,0,12,0,12,0,12,0,12,107,134,0,12,107,134
1500000US080310021002,080310021002,"Block Group 2, Census Tract 21, Denver County, Colorado",1166,340,978,238,0,12,0,12,108,142,0,12,53,80,27,41,0,12,27,41
1500000US080310021003,080310021003,"Block Group 3, Census Tract 21, Denver County, Colorado",1227,283,1106,295,0,12,0,12,0,12,0,12,60,72,61,78,0,12,61,78
1500000US080310021004,080310021004,"Block Group 4, Census Tract 21, Denver County, Colorado",478,299,478,299,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310021005,080310021005,"Block Group 5, Census Tract 21, Denver County, Colorado",2149,660,1759,639,0,12,0,12,9,13,0,12,150,201,231,258,0,12,231,258
1500000US080310023001,080310023001,"Block Group 1, Census Tract 23, Denver County, Colorado",2122,508,1340,387,485,421,24,36,0,12,0,12,211,335,62,60,0,12,62,60
1500000US080310023002,080310023002,"Block Group 2, Census Tract 23, Denver County, Colorado",1212,321,805,280,349,249,17,25,0,12,0,12,8,17,33,39,13,20,20,33
1500000US080310023003,080310023003,"Block Group 3, Census Tract 23, Denver County, Colorado",2467,522,1701,522,555,256,0,12,13,21,0,12,0,12,198,152,128,133,70,67
1500000US080310024021,080310024021,"Block Group 1, Census Tract 24.02, Denver County, Colorado",1071,157,673,131,216,62,0,12,26,27,0,12,53,63,103,61,21,30,82,56
1500000US080310024022,080310024022,"Block Group 2, Census Tract 24.02, Denver County, Colorado",917,170,720,180,144,88,0,12,0,12,0,12,31,38,22,19,0,12,22,19
1500000US080310024031,080310024031,"Block Group 1, Census Tract 24.03, Denver County, Colorado",1203,325,829,273,170,173,0,12,8,15,0,12,79,117,117,94,0,12,117,94
1500000US080310024032,080310024032,"Block Group 2, Census Tract 24.03, Denver County, Colorado",960,224,716,203,98,132,32,53,14,22,0,12,20,32,80,107,0,12,80,107
1500000US080310024033,080310024033,"Block Group 3, Census Tract 24.03, Denver County, Colorado",1522,314,1036,229,195,161,42,53,0,12,0,12,39,58,210,188,133,197,77,69
1500000US080310026011,080310026011,"Block Group 1, Census Tract 26.01, Denver County, Colorado",1608,302,1309,292,114,90,26,29,81,75,0,12,18,29,60,49,19,31,41,38
1500000US080310026012,080310026012,"Block Group 2, Census Tract 26.01, Denver County, Colorado",1708,282,1454,271,207,99,0,12,0,12,0,12,20,31,27,32,12,21,15,24
1500000US080310026021,080310026021,"Block Group 1, Census Tract 26.02, Denver County, Colorado",2724,208,2418,215,137,82,17,19,26,24,0,12,9,14,117,75,11,17,106,73
1500000US080310027011,080310027011,"Block Group 1, Census Tract 27.01, Denver County, Colorado",1083,182,973,171,78,87,0,12,32,39,0,12,0,12,0,12,0,12,0,12
1500000US080310027012,080310027012,"Block Group 2, Census Tract 27.01, Denver County, Colorado",1128,216,1001,199,8,20,23,33,31,49,0,12,30,37,35,39,19,29,16,26
1500000US080310027013,080310027013,"Block Group 3, Census Tract 27.01, Denver County, Colorado",1597,228,1261,215,111,78,0,12,75,81,0,12,30,36,120,76,15,25,105,73
1500000US080310027014,080310027014,"Block Group 4, Census Tract 27.01, Denver County, Colorado",913,211,722,159,0,12,32,51,18,28,0,12,0,12,141,91,32,50,109,84
1500000US080310027021,080310027021,"Block Group 1, Census Tract 27.02, Denver County, Colorado",1425,241,1273,230,0,12,0,12,86,57,0,12,35,60,31,35,0,12,31,35
1500000US080310027022,080310027022,"Block Group 2, Census Tract 27.02, Denver County, Colorado",1904,351,1713,361,0,12,0,12,67,83,0,12,94,101,30,32,0,12,30,32
1500000US080310027023,080310027023,"Block Group 3, Census Tract 27.02, Denver County, Colorado",995,292,855,286,60,52,0,12,22,30,0,12,22,36,36,58,0,12,36,58
1500000US080310027024,080310027024,"Block Group 4, Census Tract 27.02, Denver County, Colorado",819,153,715,156,18,29,14,24,37,45,0,12,18,29,17,28,0,12,17,28
1500000US080310027025,080310027025,"Block Group 5, Census Tract 27.02, Denver County, Colorado",770,159,619,144,21,31,2,4,73,62,0,12,9,15,46,74,0,12,46,74
1500000US080310027031,080310027031,"Block Group 1, Census Tract 27.03, Denver County, Colorado",1607,314,895,192,416,265,67,61,110,107,0,12,46,73,73,86,0,12,73,86
1500000US080310027032,080310027032,"Block Group 2, Census Tract 27.03, Denver County, Colorado",1284,254,1154,260,31,32,0,12,16,27,0,12,55,63,28,30,0,12,28,30
1500000US080310027033,080310027033,"Block Group 3, Census Tract 27.03, Denver County, Colorado",1167,265,1002,257,22,29,0,12,82,64,0,12,0,12,61,71,0,12,61,71
1500000US080310027034,080310027034,"Block Group 4, Census Tract 27.03, Denver County, Colorado",1161,283,1126,279,4,9,3,6,0,12,0,12,0,12,28,33,0,12,28,33
1500000US080310028011,080310028011,"Block Group 1, Census Tract 28.01, Denver County, Colorado",966,207,915,205,0,12,0,12,32,37,0,12,0,12,19,29,0,12,19,29
1500000US080310028012,080310028012,"Block Group 2, Census Tract 28.01, Denver County, Colorado",779,183,721,162,22,23,0,12,0,12,0,12,36,56,0,12,0,12,0,12
1500000US080310028013,080310028013,"Block Group 3, Census Tract 28.01, Denver County, Colorado",1046,166,889,168,10,25,0,12,65,55,0,12,11,17,71,48,0,12,71,48
1500000US080310028021,080310028021,"Block Group 1, Census Tract 28.02, Denver County, Colorado",1566,323,1356,282,67,81,11,19,49,46,0,12,48,65,35,42,0,12,35,42
1500000US080310028022,080310028022,"Block Group 2, Census Tract 28.02, Denver County, Colorado",883,238,883,238,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310028023,080310028023,"Block Group 3, Census Tract 28.02, Denver County, Colorado",1139,425,1070,426,26,34,10,17,16,26,0,12,0,12,17,23,0,12,17,23
1500000US080310028024,080310028024,"Block Group 4, Census Tract 28.02, Denver County, Colorado",759,201,702,202,25,38,0,12,16,26,0,12,0,12,16,26,0,12,16,26
1500000US080310028031,080310028031,"Block Group 1, Census Tract 28.03, Denver County, Colorado",880,222,810,220,0,12,0,12,40,47,0,12,13,21,17,26,0,12,17,26
1500000US080310028032,080310028032,"Block Group 2, Census Tract 28.03, Denver County, Colorado",1473,263,1379,263,0,12,0,12,66,76,0,12,0,12,28,33,16,27,12,18
1500000US080310028033,080310028033,"Block Group 3, Census Tract 28.03, Denver County, Colorado",1041,188,988,180,0,12,0,12,14,21,24,36,0,12,15,22,0,12,15,22
1500000US080310028034,080310028034,"Block Group 4, Census Tract 28.03, Denver County, Colorado",1261,237,1014,166,86,88,0,12,102,149,0,12,30,35,29,46,0,12,29,46
1500000US080310029011,080310029011,"Block Group 1, Census Tract 29.01, Denver County, Colorado",854,204,805,205,0,12,0,12,14,18,0,12,0,12,35,36,0,12,35,36
