"","Id","Id2","Geography","Estimate; Total:","Estimate; Native:","Estimate; Native: - Allocated","Estimate; Native: - Not allocated","Estimate; Foreign born:","Estimate; Foreign born: - Allocated","Estimate; Foreign born: - Not allocated"
"229","1500000US080310038002","080310038002","Block Group 2, Census Tract 38, Denver County, Colorado",488,474,0,474,14,0,14
"230","1500000US080310038003","080310038003","Block Group 3, Census Tract 38, Denver County, Colorado",1899,1593,19,1574,306,19,287
"231","1500000US080310038004","080310038004","Block Group 4, Census Tract 38, Denver County, Colorado",1775,1580,61,1519,195,0,195
"232","1500000US080310038005","080310038005","Block Group 5, Census Tract 38, Denver County, Colorado",1487,1251,0,1251,236,0,236
"233","1500000US080310039011","080310039011","Block Group 1, Census Tract 39.01, Denver County, Colorado",2046,1781,161,1620,265,0,265
"234","1500000US080310039012","080310039012","Block Group 2, Census Tract 39.01, Denver County, Colorado",985,908,97,811,77,0,77
"235","1500000US080310039013","080310039013","Block Group 3, Census Tract 39.01, Denver County, Colorado",1566,1484,171,1313,82,19,63
"236","1500000US080310039021","080310039021","Block Group 1, Census Tract 39.02, Denver County, Colorado",1333,1309,33,1276,24,0,24
"237","1500000US080310039022","080310039022","Block Group 2, Census Tract 39.02, Denver County, Colorado",1983,1938,89,1849,45,21,24
"238","1500000US080310039023","080310039023","Block Group 3, Census Tract 39.02, Denver County, Colorado",1367,1329,66,1263,38,0,38
"239","1500000US080310040021","080310040021","Block Group 1, Census Tract 40.02, Denver County, Colorado",831,784,36,748,47,0,47
"240","1500000US080310040022","080310040022","Block Group 2, Census Tract 40.02, Denver County, Colorado",831,786,28,758,45,0,45
"241","1500000US080310040023","080310040023","Block Group 3, Census Tract 40.02, Denver County, Colorado",768,723,49,674,45,2,43
"242","1500000US080310040024","080310040024","Block Group 4, Census Tract 40.02, Denver County, Colorado",987,951,17,934,36,0,36
"243","1500000US080310040031","080310040031","Block Group 1, Census Tract 40.03, Denver County, Colorado",1166,1137,153,984,29,13,16
"244","1500000US080310040032","080310040032","Block Group 2, Census Tract 40.03, Denver County, Colorado",1381,1373,67,1306,8,0,8
"245","1500000US080310040033","080310040033","Block Group 3, Census Tract 40.03, Denver County, Colorado",881,740,188,552,141,0,141
"246","1500000US080310040034","080310040034","Block Group 4, Census Tract 40.03, Denver County, Colorado",915,909,0,909,6,0,6
"247","1500000US080310040041","080310040041","Block Group 1, Census Tract 40.04, Denver County, Colorado",1868,1757,39,1718,111,3,108
"248","1500000US080310040051","080310040051","Block Group 1, Census Tract 40.05, Denver County, Colorado",1492,1314,13,1301,178,0,178
"249","1500000US080310040052","080310040052","Block Group 2, Census Tract 40.05, Denver County, Colorado",1577,1315,132,1183,262,35,227
"250","1500000US080310040061","080310040061","Block Group 1, Census Tract 40.06, Denver County, Colorado",1131,1072,75,997,59,18,41
"251","1500000US080310040062","080310040062","Block Group 2, Census Tract 40.06, Denver County, Colorado",1420,1130,40,1090,290,39,251
"252","1500000US080310040063","080310040063","Block Group 3, Census Tract 40.06, Denver County, Colorado",1202,937,115,822,265,71,194
"253","1500000US080310040064","080310040064","Block Group 4, Census Tract 40.06, Denver County, Colorado",913,888,0,888,25,0,25
"254","1500000US080310041011","080310041011","Block Group 1, Census Tract 41.01, Denver County, Colorado",1979,1699,14,1685,280,0,280
"255","1500000US080310041012","080310041012","Block Group 2, Census Tract 41.01, Denver County, Colorado",1500,1426,9,1417,74,0,74
"256","1500000US080310041013","080310041013","Block Group 3, Census Tract 41.01, Denver County, Colorado",959,790,171,619,169,0,169
"257","1500000US080310041021","080310041021","Block Group 1, Census Tract 41.02, Denver County, Colorado",1487,1248,50,1198,239,0,239
"258","1500000US080310041022","080310041022","Block Group 2, Census Tract 41.02, Denver County, Colorado",1029,838,97,741,191,12,179
"259","1500000US080310041023","080310041023","Block Group 3, Census Tract 41.02, Denver County, Colorado",969,852,57,795,117,0,117
"260","1500000US080310041024","080310041024","Block Group 4, Census Tract 41.02, Denver County, Colorado",1284,1236,120,1116,48,20,28
"261","1500000US080310041031","080310041031","Block Group 1, Census Tract 41.03, Denver County, Colorado",1158,767,49,718,391,62,329
"262","1500000US080310041032","080310041032","Block Group 2, Census Tract 41.03, Denver County, Colorado",802,802,74,728,0,0,0
"263","1500000US080310041033","080310041033","Block Group 3, Census Tract 41.03, Denver County, Colorado",957,902,132,770,55,42,13
"264","1500000US080310041034","080310041034","Block Group 4, Census Tract 41.03, Denver County, Colorado",874,841,29,812,33,0,33
"265","1500000US080310041035","080310041035","Block Group 5, Census Tract 41.03, Denver County, Colorado",984,974,121,853,10,0,10
"266","1500000US080310041036","080310041036","Block Group 6, Census Tract 41.03, Denver County, Colorado",825,825,40,785,0,0,0
"267","1500000US080310041041","080310041041","Block Group 1, Census Tract 41.04, Denver County, Colorado",996,831,50,781,165,7,158
"268","1500000US080310041042","080310041042","Block Group 2, Census Tract 41.04, Denver County, Colorado",1001,995,93,902,6,0,6
"269","1500000US080310041043","080310041043","Block Group 3, Census Tract 41.04, Denver County, Colorado",891,820,8,812,71,0,71
"270","1500000US080310041044","080310041044","Block Group 4, Census Tract 41.04, Denver County, Colorado",475,475,54,421,0,0,0
"271","1500000US080310041045","080310041045","Block Group 5, Census Tract 41.04, Denver County, Colorado",767,716,69,647,51,0,51
"272","1500000US080310041046","080310041046","Block Group 6, Census Tract 41.04, Denver County, Colorado",609,591,11,580,18,0,18
"273","1500000US080310041061","080310041061","Block Group 1, Census Tract 41.06, Denver County, Colorado",12563,11908,609,11299,655,13,642
"274","1500000US080310041071","080310041071","Block Group 1, Census Tract 41.07, Denver County, Colorado",6937,6628,266,6362,309,0,309
"275","1500000US080310042011","080310042011","Block Group 1, Census Tract 42.01, Denver County, Colorado",1204,1158,124,1034,46,10,36
"276","1500000US080310042012","080310042012","Block Group 2, Census Tract 42.01, Denver County, Colorado",713,629,8,621,84,0,84
"277","1500000US080310042013","080310042013","Block Group 3, Census Tract 42.01, Denver County, Colorado",722,696,60,636,26,0,26
"278","1500000US080310042014","080310042014","Block Group 4, Census Tract 42.01, Denver County, Colorado",837,535,24,511,302,73,229
"279","1500000US080310042015","080310042015","Block Group 5, Census Tract 42.01, Denver County, Colorado",735,726,73,653,9,0,9
"280","1500000US080310042016","080310042016","Block Group 6, Census Tract 42.01, Denver County, Colorado",558,539,16,523,19,7,12
"281","1500000US080310042021","080310042021","Block Group 1, Census Tract 42.02, Denver County, Colorado",743,416,0,416,327,0,327
"282","1500000US080310042022","080310042022","Block Group 2, Census Tract 42.02, Denver County, Colorado",778,771,32,739,7,0,7
"283","1500000US080310042023","080310042023","Block Group 3, Census Tract 42.02, Denver County, Colorado",1671,1594,70,1524,77,15,62
"284","1500000US080310042024","080310042024","Block Group 4, Census Tract 42.02, Denver County, Colorado",617,578,25,553,39,0,39
"285","1500000US080310042025","080310042025","Block Group 5, Census Tract 42.02, Denver County, Colorado",706,696,46,650,10,0,10
"286","1500000US080310043011","080310043011","Block Group 1, Census Tract 43.01, Denver County, Colorado",1303,1230,62,1168,73,15,58
"287","1500000US080310043012","080310043012","Block Group 2, Census Tract 43.01, Denver County, Colorado",888,793,0,793,95,0,95
"288","1500000US080310043013","080310043013","Block Group 3, Census Tract 43.01, Denver County, Colorado",947,855,16,839,92,11,81
"289","1500000US080310043014","080310043014","Block Group 4, Census Tract 43.01, Denver County, Colorado",1402,1159,176,983,243,0,243
"290","1500000US080310043021","080310043021","Block Group 1, Census Tract 43.02, Denver County, Colorado",762,754,0,754,8,0,8
"291","1500000US080310043022","080310043022","Block Group 2, Census Tract 43.02, Denver County, Colorado",907,875,8,867,32,0,32
"292","1500000US080310043023","080310043023","Block Group 3, Census Tract 43.02, Denver County, Colorado",750,711,8,703,39,0,39
"293","1500000US080310043031","080310043031","Block Group 1, Census Tract 43.03, Denver County, Colorado",1578,1525,123,1402,53,0,53
"294","1500000US080310043032","080310043032","Block Group 2, Census Tract 43.03, Denver County, Colorado",1041,951,17,934,90,9,81
"295","1500000US080310043033","080310043033","Block Group 3, Census Tract 43.03, Denver County, Colorado",526,400,0,400,126,0,126
"296","1500000US080310043034","080310043034","Block Group 4, Census Tract 43.03, Denver County, Colorado",909,842,10,832,67,0,67
"297","1500000US080310043041","080310043041","Block Group 1, Census Tract 43.04, Denver County, Colorado",1186,1165,163,1002,21,14,7
"298","1500000US080310043042","080310043042","Block Group 2, Census Tract 43.04, Denver County, Colorado",1148,1046,25,1021,102,0,102
"299","1500000US080310043043","080310043043","Block Group 3, Census Tract 43.04, Denver County, Colorado",1812,1651,16,1635,161,0,161
"300","1500000US080310043044","080310043044","Block Group 4, Census Tract 43.04, Denver County, Colorado",1739,1400,65,1335,339,81,258
"301","1500000US080310043061","080310043061","Block Group 1, Census Tract 43.06, Denver County, Colorado",458,447,0,447,11,0,11
"302","1500000US080310043062","080310043062","Block Group 2, Census Tract 43.06, Denver County, Colorado",821,798,0,798,23,0,23
"303","1500000US080310043063","080310043063","Block Group 3, Census Tract 43.06, Denver County, Colorado",1816,1554,158,1396,262,37,225
"304","1500000US080310043064","080310043064","Block Group 4, Census Tract 43.06, Denver County, Colorado",851,829,0,829,22,0,22
"305","1500000US080310043065","080310043065","Block Group 5, Census Tract 43.06, Denver County, Colorado",1311,1297,57,1240,14,0,14
"306","1500000US080310044031","080310044031","Block Group 1, Census Tract 44.03, Denver County, Colorado",753,617,14,603,136,0,136
"307","1500000US080310044032","080310044032","Block Group 2, Census Tract 44.03, Denver County, Colorado",2283,1890,111,1779,393,25,368
"308","1500000US080310044033","080310044033","Block Group 3, Census Tract 44.03, Denver County, Colorado",1500,1360,149,1211,140,40,100
"309","1500000US080310044041","080310044041","Block Group 1, Census Tract 44.04, Denver County, Colorado",1693,1630,95,1535,63,17,46
"310","1500000US080310044042","080310044042","Block Group 2, Census Tract 44.04, Denver County, Colorado",2743,1863,121,1742,880,0,880
"311","1500000US080310044043","080310044043","Block Group 3, Census Tract 44.04, Denver County, Colorado",1982,1219,89,1130,763,0,763
"312","1500000US080310044051","080310044051","Block Group 1, Census Tract 44.05, Denver County, Colorado",1560,1350,127,1223,210,52,158
"313","1500000US080310044052","080310044052","Block Group 2, Census Tract 44.05, Denver County, Colorado",1293,1211,62,1149,82,0,82
"314","1500000US080310044053","080310044053","Block Group 3, Census Tract 44.05, Denver County, Colorado",1212,1086,16,1070,126,3,123
"315","1500000US080310044054","080310044054","Block Group 4, Census Tract 44.05, Denver County, Colorado",4187,3668,303,3365,519,0,519
"316","1500000US080310045031","080310045031","Block Group 1, Census Tract 45.03, Denver County, Colorado",1399,1056,0,1056,343,0,343
"317","1500000US080310045032","080310045032","Block Group 2, Census Tract 45.03, Denver County, Colorado",1391,856,78,778,535,17,518
"318","1500000US080310045033","080310045033","Block Group 3, Census Tract 45.03, Denver County, Colorado",1295,836,0,836,459,0,459
"319","1500000US080310045041","080310045041","Block Group 1, Census Tract 45.04, Denver County, Colorado",1488,973,15,958,515,0,515
"320","1500000US080310045042","080310045042","Block Group 2, Census Tract 45.04, Denver County, Colorado",2025,1563,68,1495,462,33,429
"321","1500000US080310045043","080310045043","Block Group 3, Census Tract 45.04, Denver County, Colorado",993,770,114,656,223,0,223
"322","1500000US080310045051","080310045051","Block Group 1, Census Tract 45.05, Denver County, Colorado",2668,1743,186,1557,925,30,895
"323","1500000US080310045052","080310045052","Block Group 2, Census Tract 45.05, Denver County, Colorado",750,530,10,520,220,5,215
"324","1500000US080310045053","080310045053","Block Group 3, Census Tract 45.05, Denver County, Colorado",1188,753,26,727,435,0,435
"325","1500000US080310045061","080310045061","Block Group 1, Census Tract 45.06, Denver County, Colorado",849,633,0,633,216,0,216
"326","1500000US080310045062","080310045062","Block Group 2, Census Tract 45.06, Denver County, Colorado",1424,928,27,901,496,14,482
"327","1500000US080310045063","080310045063","Block Group 3, Census Tract 45.06, Denver County, Colorado",1448,958,24,934,490,52,438
"328","1500000US080310046011","080310046011","Block Group 1, Census Tract 46.01, Denver County, Colorado",1186,967,0,967,219,0,219
"329","1500000US080310046012","080310046012","Block Group 2, Census Tract 46.01, Denver County, Colorado",1479,1131,0,1131,348,7,341
"330","1500000US080310046013","080310046013","Block Group 3, Census Tract 46.01, Denver County, Colorado",1929,1523,96,1427,406,10,396
"331","1500000US080310046014","080310046014","Block Group 4, Census Tract 46.01, Denver County, Colorado",1010,930,0,930,80,0,80
"332","1500000US080310046021","080310046021","Block Group 1, Census Tract 46.02, Denver County, Colorado",2551,1613,237,1376,938,17,921
"333","1500000US080310046022","080310046022","Block Group 2, Census Tract 46.02, Denver County, Colorado",3144,2117,79,2038,1027,0,1027
"334","1500000US080310046023","080310046023","Block Group 3, Census Tract 46.02, Denver County, Colorado",1306,826,0,826,480,0,480
"335","1500000US080310046024","080310046024","Block Group 4, Census Tract 46.02, Denver County, Colorado",1416,862,34,828,554,14,540
"336","1500000US080310046031","080310046031","Block Group 1, Census Tract 46.03, Denver County, Colorado",1186,804,44,760,382,20,362
"337","1500000US080310046032","080310046032","Block Group 2, Census Tract 46.03, Denver County, Colorado",838,631,0,631,207,151,56
"338","1500000US080310046033","080310046033","Block Group 3, Census Tract 46.03, Denver County, Colorado",1088,929,44,885,159,38,121
"339","1500000US080310046034","080310046034","Block Group 4, Census Tract 46.03, Denver County, Colorado",1666,1451,61,1390,215,83,132
"340","1500000US080310046035","080310046035","Block Group 5, Census Tract 46.03, Denver County, Colorado",1200,984,84,900,216,0,216
"341","1500000US080310047001","080310047001","Block Group 1, Census Tract 47, Denver County, Colorado",552,398,0,398,154,0,154
"342","1500000US080310047002","080310047002","Block Group 2, Census Tract 47, Denver County, Colorado",724,574,0,574,150,0,150
"343","1500000US080310047003","080310047003","Block Group 3, Census Tract 47, Denver County, Colorado",853,682,0,682,171,0,171
"344","1500000US080310047004","080310047004","Block Group 4, Census Tract 47, Denver County, Colorado",485,411,0,411,74,0,74
"345","1500000US080310047005","080310047005","Block Group 5, Census Tract 47, Denver County, Colorado",1554,1537,0,1537,17,0,17
"346","1500000US080310047006","080310047006","Block Group 6, Census Tract 47, Denver County, Colorado",2614,1571,0,1571,1043,0,1043
"347","1500000US080310048011","080310048011","Block Group 1, Census Tract 48.01, Denver County, Colorado",922,878,41,837,44,28,16
"348","1500000US080310048012","080310048012","Block Group 2, Census Tract 48.01, Denver County, Colorado",1695,1445,0,1445,250,61,189
"349","1500000US080310048013","080310048013","Block Group 3, Census Tract 48.01, Denver County, Colorado",604,506,74,432,98,0,98
"350","1500000US080310050011","080310050011","Block Group 1, Census Tract 50.01, Denver County, Colorado",1950,1593,127,1466,357,48,309
"351","1500000US080310050012","080310050012","Block Group 2, Census Tract 50.01, Denver County, Colorado",1089,975,79,896,114,0,114
"352","1500000US080310050021","080310050021","Block Group 1, Census Tract 50.02, Denver County, Colorado",770,675,78,597,95,0,95
"353","1500000US080310050022","080310050022","Block Group 2, Census Tract 50.02, Denver County, Colorado",918,714,72,642,204,0,204
"354","1500000US080310050023","080310050023","Block Group 3, Census Tract 50.02, Denver County, Colorado",1817,1711,223,1488,106,12,94
"355","1500000US080310050024","080310050024","Block Group 4, Census Tract 50.02, Denver County, Colorado",2880,1855,324,1531,1025,0,1025
"356","1500000US080310050025","080310050025","Block Group 5, Census Tract 50.02, Denver County, Colorado",794,782,70,712,12,0,12
"357","1500000US080310051021","080310051021","Block Group 1, Census Tract 51.02, Denver County, Colorado",683,611,56,555,72,0,72
"358","1500000US080310051022","080310051022","Block Group 2, Census Tract 51.02, Denver County, Colorado",583,539,23,516,44,0,44
"359","1500000US080310051023","080310051023","Block Group 3, Census Tract 51.02, Denver County, Colorado",1300,1185,68,1117,115,71,44
"360","1500000US080310051024","080310051024","Block Group 4, Census Tract 51.02, Denver County, Colorado",1170,1048,101,947,122,0,122
"361","1500000US080310051041","080310051041","Block Group 1, Census Tract 51.04, Denver County, Colorado",2003,1469,176,1293,534,41,493
"362","1500000US080310051042","080310051042","Block Group 2, Census Tract 51.04, Denver County, Colorado",1542,1223,31,1192,319,21,298
"363","1500000US080310052001","080310052001","Block Group 1, Census Tract 52, Denver County, Colorado",547,512,0,512,35,0,35
"364","1500000US080310052002","080310052002","Block Group 2, Census Tract 52, Denver County, Colorado",636,575,48,527,61,14,47
"365","1500000US080310052003","080310052003","Block Group 3, Census Tract 52, Denver County, Colorado",1404,1262,31,1231,142,0,142
"366","1500000US080310052004","080310052004","Block Group 4, Census Tract 52, Denver County, Colorado",881,789,32,757,92,0,92
"367","1500000US080310053001","080310053001","Block Group 1, Census Tract 53, Denver County, Colorado",1363,1254,9,1245,109,6,103
"368","1500000US080310055021","080310055021","Block Group 1, Census Tract 55.02, Denver County, Colorado",2048,1885,66,1819,163,14,149
"369","1500000US080310055031","080310055031","Block Group 1, Census Tract 55.03, Denver County, Colorado",741,642,30,612,99,30,69
"370","1500000US080310055032","080310055032","Block Group 2, Census Tract 55.03, Denver County, Colorado",2395,2278,119,2159,117,5,112
"371","1500000US080310055033","080310055033","Block Group 3, Census Tract 55.03, Denver County, Colorado",1012,962,18,944,50,0,50
"372","1500000US080310055034","080310055034","Block Group 4, Census Tract 55.03, Denver County, Colorado",727,727,11,716,0,0,0
"373","1500000US080310067011","080310067011","Block Group 1, Census Tract 67.01, Denver County, Colorado",3231,2736,78,2658,495,51,444
"374","1500000US080310068041","080310068041","Block Group 1, Census Tract 68.04, Denver County, Colorado",796,657,65,592,139,96,43
"375","1500000US080310068042","080310068042","Block Group 2, Census Tract 68.04, Denver County, Colorado",1627,1462,90,1372,165,0,165
"376","1500000US080310068091","080310068091","Block Group 1, Census Tract 68.09, Denver County, Colorado",839,759,0,759,80,0,80
"377","1500000US080310068092","080310068092","Block Group 2, Census Tract 68.09, Denver County, Colorado",2573,2443,111,2332,130,0,130
"378","1500000US080310068093","080310068093","Block Group 3, Census Tract 68.09, Denver County, Colorado",1267,1253,84,1169,14,14,0
"379","1500000US080310068094","080310068094","Block Group 4, Census Tract 68.09, Denver County, Colorado",1066,757,7,750,309,0,309
"380","1500000US080310068095","080310068095","Block Group 5, Census Tract 68.09, Denver County, Colorado",911,681,39,642,230,0,230
"381","1500000US080310068096","080310068096","Block Group 6, Census Tract 68.09, Denver County, Colorado",669,640,16,624,29,0,29
"382","1500000US080310068101","080310068101","Block Group 1, Census Tract 68.10, Denver County, Colorado",1118,1051,0,1051,67,0,67
"383","1500000US080310068102","080310068102","Block Group 2, Census Tract 68.10, Denver County, Colorado",1900,1676,59,1617,224,0,224
"384","1500000US080310068103","080310068103","Block Group 3, Census Tract 68.10, Denver County, Colorado",721,706,0,706,15,0,15
"385","1500000US080310068104","080310068104","Block Group 4, Census Tract 68.10, Denver County, Colorado",1844,1705,370,1335,139,0,139
"386","1500000US080310068111","080310068111","Block Group 1, Census Tract 68.11, Denver County, Colorado",2250,1991,106,1885,259,27,232
"387","1500000US080310068112","080310068112","Block Group 2, Census Tract 68.11, Denver County, Colorado",579,483,24,459,96,0,96
"388","1500000US080310068113","080310068113","Block Group 3, Census Tract 68.11, Denver County, Colorado",1863,1496,94,1402,367,0,367
"389","1500000US080310068114","080310068114","Block Group 4, Census Tract 68.11, Denver County, Colorado",1498,1374,53,1321,124,0,124
"390","1500000US080310068121","080310068121","Block Group 1, Census Tract 68.12, Denver County, Colorado",1742,1656,136,1520,86,16,70
"391","1500000US080310068122","080310068122","Block Group 2, Census Tract 68.12, Denver County, Colorado",1309,1209,26,1183,100,0,100
"392","1500000US080310068123","080310068123","Block Group 3, Census Tract 68.12, Denver County, Colorado",813,720,0,720,93,0,93
"393","1500000US080310068131","080310068131","Block Group 1, Census Tract 68.13, Denver County, Colorado",1032,924,132,792,108,0,108
"394","1500000US080310068132","080310068132","Block Group 2, Census Tract 68.13, Denver County, Colorado",1664,1025,34,991,639,0,639
"395","1500000US080310068133","080310068133","Block Group 3, Census Tract 68.13, Denver County, Colorado",1562,1277,156,1121,285,70,215
"396","1500000US080310068141","080310068141","Block Group 1, Census Tract 68.14, Denver County, Colorado",454,446,7,439,8,8,0
"397","1500000US080310068142","080310068142","Block Group 2, Census Tract 68.14, Denver County, Colorado",1239,968,49,919,271,47,224
"398","1500000US080310068143","080310068143","Block Group 3, Census Tract 68.14, Denver County, Colorado",2081,1883,414,1469,198,17,181
"399","1500000US080310068144","080310068144","Block Group 4, Census Tract 68.14, Denver County, Colorado",702,628,39,589,74,0,74
"400","1500000US080310069011","080310069011","Block Group 1, Census Tract 69.01, Denver County, Colorado",2266,1825,161,1664,441,59,382
"401","1500000US080310069012","080310069012","Block Group 2, Census Tract 69.01, Denver County, Colorado",1391,1265,33,1232,126,8,118
"402","1500000US080310069013","080310069013","Block Group 3, Census Tract 69.01, Denver County, Colorado",601,575,0,575,26,0,26
"403","1500000US080310069014","080310069014","Block Group 4, Census Tract 69.01, Denver County, Colorado",847,633,133,500,214,63,151
"404","1500000US080310069015","080310069015","Block Group 5, Census Tract 69.01, Denver County, Colorado",373,356,35,321,17,0,17
"405","1500000US080310070061","080310070061","Block Group 1, Census Tract 70.06, Denver County, Colorado",2412,1614,75,1539,798,37,761
"406","1500000US080310070062","080310070062","Block Group 2, Census Tract 70.06, Denver County, Colorado",2359,1388,154,1234,971,64,907
"407","1500000US080310070131","080310070131","Block Group 1, Census Tract 70.13, Denver County, Colorado",2455,2034,157,1877,421,91,330
"408","1500000US080310070132","080310070132","Block Group 2, Census Tract 70.13, Denver County, Colorado",1191,1138,0,1138,53,0,53
"409","1500000US080310070371","080310070371","Block Group 1, Census Tract 70.37, Denver County, Colorado",2663,1432,83,1349,1231,82,1149
"410","1500000US080310070372","080310070372","Block Group 2, Census Tract 70.37, Denver County, Colorado",945,791,196,595,154,55,99
"411","1500000US080310070373","080310070373","Block Group 3, Census Tract 70.37, Denver County, Colorado",677,354,0,354,323,26,297
"412","1500000US080310070881","080310070881","Block Group 1, Census Tract 70.88, Denver County, Colorado",1325,1042,31,1011,283,16,267
"413","1500000US080310070882","080310070882","Block Group 2, Census Tract 70.88, Denver County, Colorado",912,481,146,335,431,97,334
"414","1500000US080310070883","080310070883","Block Group 3, Census Tract 70.88, Denver County, Colorado",1326,1047,40,1007,279,0,279
"415","1500000US080310070884","080310070884","Block Group 4, Census Tract 70.88, Denver County, Colorado",1058,793,60,733,265,15,250
"416","1500000US080310070891","080310070891","Block Group 1, Census Tract 70.89, Denver County, Colorado",408,408,30,378,0,0,0
"417","1500000US080310070892","080310070892","Block Group 2, Census Tract 70.89, Denver County, Colorado",1185,1122,18,1104,63,0,63
"418","1500000US080310070893","080310070893","Block Group 3, Census Tract 70.89, Denver County, Colorado",1659,1560,97,1463,99,13,86
"419","1500000US080310070894","080310070894","Block Group 4, Census Tract 70.89, Denver County, Colorado",1523,1121,0,1121,402,0,402
"420","1500000US080310083041","080310083041","Block Group 1, Census Tract 83.04, Denver County, Colorado",2092,1634,203,1431,458,45,413
"421","1500000US080310083042","080310083042","Block Group 2, Census Tract 83.04, Denver County, Colorado",1228,829,18,811,399,9,390
"422","1500000US080310083043","080310083043","Block Group 3, Census Tract 83.04, Denver County, Colorado",794,534,34,500,260,0,260
"423","1500000US080310083051","080310083051","Block Group 1, Census Tract 83.05, Denver County, Colorado",1486,980,213,767,506,56,450
"424","1500000US080310083052","080310083052","Block Group 2, Census Tract 83.05, Denver County, Colorado",1420,833,25,808,587,37,550
"425","1500000US080310083053","080310083053","Block Group 3, Census Tract 83.05, Denver County, Colorado",1613,1302,104,1198,311,31,280
"426","1500000US080310083061","080310083061","Block Group 1, Census Tract 83.06, Denver County, Colorado",811,687,73,614,124,7,117
"427","1500000US080310083062","080310083062","Block Group 2, Census Tract 83.06, Denver County, Colorado",1607,1324,179,1145,283,57,226
"428","1500000US080310083063","080310083063","Block Group 3, Census Tract 83.06, Denver County, Colorado",868,621,17,604,247,54,193
"429","1500000US080310083064","080310083064","Block Group 4, Census Tract 83.06, Denver County, Colorado",3079,1996,84,1912,1083,60,1023
"430","1500000US080310083121","080310083121","Block Group 1, Census Tract 83.12, Denver County, Colorado",3281,2386,366,2020,895,220,675
"431","1500000US080310083122","080310083122","Block Group 2, Census Tract 83.12, Denver County, Colorado",2392,1715,85,1630,677,78,599
"432","1500000US080310083123","080310083123","Block Group 3, Census Tract 83.12, Denver County, Colorado",2361,1737,230,1507,624,126,498
"433","1500000US080310083861","080310083861","Block Group 1, Census Tract 83.86, Denver County, Colorado",2274,1750,107,1643,524,8,516
"434","1500000US080310083862","080310083862","Block Group 2, Census Tract 83.86, Denver County, Colorado",2631,1763,27,1736,868,18,850
"435","1500000US080310083871","080310083871","Block Group 1, Census Tract 83.87, Denver County, Colorado",3720,2636,24,2612,1084,0,1084
"436","1500000US080310083872","080310083872","Block Group 2, Census Tract 83.87, Denver County, Colorado",3308,2112,135,1977,1196,72,1124
"437","1500000US080310083881","080310083881","Block Group 1, Census Tract 83.88, Denver County, Colorado",7166,5068,383,4685,2098,261,1837
"438","1500000US080310083882","080310083882","Block Group 2, Census Tract 83.88, Denver County, Colorado",1366,1068,0,1068,298,0,298
"439","1500000US080310083891","080310083891","Block Group 1, Census Tract 83.89, Denver County, Colorado",1223,995,21,974,228,123,105
"440","1500000US080310083892","080310083892","Block Group 2, Census Tract 83.89, Denver County, Colorado",2324,1812,209,1603,512,16,496
"441","1500000US080310083893","080310083893","Block Group 3, Census Tract 83.89, Denver County, Colorado",6675,4655,644,4011,2020,320,1700
"442","1500000US080310083901","080310083901","Block Group 1, Census Tract 83.90, Denver County, Colorado",3246,2020,309,1711,1226,132,1094
"443","1500000US080310083902","080310083902","Block Group 2, Census Tract 83.90, Denver County, Colorado",3276,2631,362,2269,645,68,577
"444","1500000US080310083903","080310083903","Block Group 3, Census Tract 83.90, Denver County, Colorado",2814,2015,121,1894,799,64,735
"445","1500000US080310083911","080310083911","Block Group 1, Census Tract 83.91, Denver County, Colorado",4412,3606,177,3429,806,0,806
"446","1500000US080310083912","080310083912","Block Group 2, Census Tract 83.91, Denver County, Colorado",3538,2613,68,2545,925,52,873
"447","1500000US080310119021","080310119021","Block Group 1, Census Tract 119.02, Denver County, Colorado",2069,2069,0,2069,0,0,0
"448","1500000US080310119022","080310119022","Block Group 2, Census Tract 119.02, Denver County, Colorado",1416,1292,51,1241,124,0,124
"449","1500000US080310119023","080310119023","Block Group 3, Census Tract 119.02, Denver County, Colorado",1745,1602,17,1585,143,0,143
"450","1500000US080310119024","080310119024","Block Group 4, Census Tract 119.02, Denver County, Colorado",1372,1153,40,1113,219,0,219
"451","1500000US080310119031","080310119031","Block Group 1, Census Tract 119.03, Denver County, Colorado",1519,1373,35,1338,146,8,138
"452","1500000US080310119032","080310119032","Block Group 2, Census Tract 119.03, Denver County, Colorado",864,787,29,758,77,18,59
"453","1500000US080310120011","080310120011","Block Group 1, Census Tract 120.01, Denver County, Colorado",1435,1313,129,1184,122,6,116
"454","1500000US080310120012","080310120012","Block Group 2, Census Tract 120.01, Denver County, Colorado",651,607,12,595,44,0,44
"455","1500000US080310120101","080310120101","Block Group 1, Census Tract 120.10, Denver County, Colorado",1967,1769,100,1669,198,0,198
"456","1500000US080310120102","080310120102","Block Group 2, Census Tract 120.10, Denver County, Colorado",1165,1104,0,1104,61,0,61
"457","1500000US080310120103","080310120103","Block Group 3, Census Tract 120.10, Denver County, Colorado",2022,1912,16,1896,110,11,99
"458","1500000US080310120141","080310120141","Block Group 1, Census Tract 120.14, Denver County, Colorado",1205,1142,38,1104,63,0,63
"459","1500000US080310120142","080310120142","Block Group 2, Census Tract 120.14, Denver County, Colorado",2708,2516,145,2371,192,17,175
"460","1500000US080310120143","080310120143","Block Group 3, Census Tract 120.14, Denver County, Colorado",907,817,0,817,90,0,90
