session_id,camp_name,camp_website,camp_email,camp_phone,camp_address_1,camp_city,camp_state,camp_zip,,session_name,session_reg_open,session_reg_close,session_size,session_gender,session_min_age,session_max_age,session_cost,session_date_start,session_date_end,session_count,session_address_name,session_address_1,session_city,session_state,session_zip,session_categories,calendar date,start time hours,end time hours,duration 
region_co,Freedom School,https://www.facebook.com/BLM-5280-Freedom-School-432938897226877/,,,9360 E Colfax ,Aurora,CO,80010,,Freedom School,,,,both,4,12,$0 ,7/8/19,7/12/19,,Second Chance Center,9360 E Colfax ,Aurora,CO,80010,academic,7/10/19,8:00am,1:00pm,5 hours
region_co,Freedom School,https://www.facebook.com/BLM-5280-Freedom-School-432938897226877/,,,9360 E Colfax ,Aurora,CO,80010,,Freedom School,,,,both,4,12,$0 ,7/8/19,7/12/19,,Second Chance Center,9360 E Colfax ,Aurora,CO,80010,academic,7/11/19,8:00am,1:00pm,5 hours
region_co,Freedom School,https://www.facebook.com/BLM-5280-Freedom-School-432938897226877/,,,9360 E Colfax ,Aurora,CO,80010,,Freedom School,,,,both,4,12,$0 ,7/8/19,7/12/19,,Second Chance Center,9360 E Colfax ,Aurora,CO,80010,academic,7/12/19,8:00am,1:00pm,5 hours
region_co,Visions Performing Arts Company ,https://visionsperformingartscollegeprep.org/?fbclid=IwAR2snkioo_fu8vf2_VYX8A5I-u_Uo5RNRs1nAfKZ8JAfgBQHcHBPuAg7VrQ,info@visionsperformingartscompany.org,,1445 Dayton St.,Aurora ,CO ,80010,,Visions Performing Arts Company ,,,,,,,,7/17/19,7/28/19,,Dayton Opportunity Center,1445 Dayton St.,Aurora,CO,80010,"dance, arts",7/17/19,8:00am,5:30pm,9.5 hours
region_co,Visions Performing Arts Company ,https://visionsperformingartscollegeprep.org/?fbclid=IwAR2snkioo_fu8vf2_VYX8A5I-u_Uo5RNRs1nAfKZ8JAfgBQHcHBPuAg7VrQ,info@visionsperformingartscompany.org,,1445 Dayton St.,Aurora ,CO ,80010,,Visions Performing Arts Company ,,,,,,,,7/17/19,7/28/19,,Dayton Opportunity Center,1445 Dayton St.,Aurora,CO,80010,"dance, arts",7/18/19,8:00am,5:30pm,9.5 hours
region_co,Visions Performing Arts Company ,https://visionsperformingartscollegeprep.org/?fbclid=IwAR2snkioo_fu8vf2_VYX8A5I-u_Uo5RNRs1nAfKZ8JAfgBQHcHBPuAg7VrQ,info@visionsperformingartscompany.org,,1445 Dayton St.,Aurora ,CO ,80010,,Visions Performing Arts Company ,,,,,,,,7/17/19,7/28/19,,Dayton Opportunity Center,1445 Dayton St.,Aurora,CO,80010,"dance, arts",7/19/19,8:00am,5:30pm,9.5 hours
region_co,Visions Performing Arts Company ,https://visionsperformingartscollegeprep.org/?fbclid=IwAR2snkioo_fu8vf2_VYX8A5I-u_Uo5RNRs1nAfKZ8JAfgBQHcHBPuAg7VrQ,info@visionsperformingartscompany.org,,1445 Dayton St.,Aurora ,CO ,80010,,Visions Performing Arts Company ,,,,,,,,7/17/19,7/28/19,,Dayton Opportunity Center,1445 Dayton St.,Aurora,CO,80010,"dance, arts",7/20/19,8:00am,5:30pm,9.5 hours
region_co,Visions Performing Arts Company ,https://visionsperformingartscollegeprep.org/?fbclid=IwAR2snkioo_fu8vf2_VYX8A5I-u_Uo5RNRs1nAfKZ8JAfgBQHcHBPuAg7VrQ,info@visionsperformingartscompany.org,,1445 Dayton St.,Aurora ,CO ,80010,,Visions Performing Arts Company ,,,,,,,,7/17/19,7/28/19,,Dayton Opportunity Center,1445 Dayton St.,Aurora,CO,80010,"dance, arts",7/21/19,8:00am,5:30pm,9.5 hours
region_co,Visions Performing Arts Company ,https://visionsperformingartscollegeprep.org/?fbclid=IwAR2snkioo_fu8vf2_VYX8A5I-u_Uo5RNRs1nAfKZ8JAfgBQHcHBPuAg7VrQ,info@visionsperformingartscompany.org,,1445 Dayton St.,Aurora ,CO ,80010,,Visions Performing Arts Company ,,,,,,,,7/17/19,7/28/19,,Dayton Opportunity Center,1445 Dayton St.,Aurora,CO,80010,"dance, arts",7/24/19,8:00am,5:30pm,9.5 hours
region_co,Visions Performing Arts Company ,https://visionsperformingartscollegeprep.org/?fbclid=IwAR2snkioo_fu8vf2_VYX8A5I-u_Uo5RNRs1nAfKZ8JAfgBQHcHBPuAg7VrQ,info@visionsperformingartscompany.org,,1445 Dayton St.,Aurora ,CO ,80010,,Visions Performing Arts Company ,,,,,,,,7/17/19,7/28/19,,Dayton Opportunity Center,1445 Dayton St.,Aurora,CO,80010,"dance, arts",7/25/19,8:00am,5:30pm,9.5 hours
region_co,Visions Performing Arts Company ,https://visionsperformingartscollegeprep.org/?fbclid=IwAR2snkioo_fu8vf2_VYX8A5I-u_Uo5RNRs1nAfKZ8JAfgBQHcHBPuAg7VrQ,info@visionsperformingartscompany.org,,1445 Dayton St.,Aurora ,CO ,80010,,Visions Performing Arts Company ,,,,,,,,7/17/19,7/28/19,,Dayton Opportunity Center,1445 Dayton St.,Aurora,CO,80010,"dance, arts",7/26/19,8:00am,5:30pm,9.5 hours
region_co,Visions Performing Arts Company ,https://visionsperformingartscollegeprep.org/?fbclid=IwAR2snkioo_fu8vf2_VYX8A5I-u_Uo5RNRs1nAfKZ8JAfgBQHcHBPuAg7VrQ,info@visionsperformingartscompany.org,,1445 Dayton St.,Aurora ,CO ,80010,,Visions Performing Arts Company ,,,,,,,,7/17/19,7/28/19,,Dayton Opportunity Center,1445 Dayton St.,Aurora,CO,80010,"dance, arts",7/27/19,8:00am,5:30pm,9.5 hours
region_co,Visions Performing Arts Company ,https://visionsperformingartscollegeprep.org/?fbclid=IwAR2snkioo_fu8vf2_VYX8A5I-u_Uo5RNRs1nAfKZ8JAfgBQHcHBPuAg7VrQ,info@visionsperformingartscompany.org,,1445 Dayton St.,Aurora ,CO ,80010,,Visions Performing Arts Company ,,,,,,,,7/17/19,7/28/19,,Dayton Opportunity Center,1445 Dayton St.,Aurora,CO,80010,"dance, arts",7/28/19,8:00am,5:30pm,9.5 hours
region_co,SCD Enrichment Camp,https://www.scdenrichment.org/summer-camp,scdenrichment@gmail.com,,"4860 Chambers Rd, #102",Denver,CO ,80239,,SCD Enrichment Camp,,,50,,12,18,$50 ,7/22/19,7/26/19,,DSST Stapleton High School,2000 Valentia St. ,Denver,CO,80238,"stem, arts, academics",7/22/19,9:00am,3:30pm,6.5 hours 
region_co,SCD Enrichment Camp,https://www.scdenrichment.org/summer-camp,scdenrichment@gmail.com,,"4860 Chambers Rd, #102",Denver,CO ,80239,,SCD Enrichment Camp,,,50,,12,18,$50 ,7/22/19,7/26/19,,DSST Stapleton High School,2000 Valentia St. ,Denver,CO,80238,"stem, arts, academics",7/23/19,9:00am,3:30pm,6.5 hours 
region_co,SCD Enrichment Camp,https://www.scdenrichment.org/summer-camp,scdenrichment@gmail.com,,"4860 Chambers Rd, #102",Denver,CO ,80239,,SCD Enrichment Camp,,,50,,12,18,$50 ,7/22/19,7/26/19,,DSST Stapleton High School,2000 Valentia St. ,Denver,CO,80238,"stem, arts, academics",7/24/19,9:00am,3:30pm,6.5 hours 
region_co,SCD Enrichment Camp,https://www.scdenrichment.org/summer-camp,scdenrichment@gmail.com,,"4860 Chambers Rd, #102",Denver,CO ,80239,,SCD Enrichment Camp,,,50,,12,18,$50 ,7/22/19,7/26/19,,DSST Stapleton High School,2000 Valentia St. ,Denver,CO,80238,"stem, arts, academics",7/25/19,9:00am,3:30pm,6.5 hours 
region_co,SCD Enrichment Camp,https://www.scdenrichment.org/summer-camp,scdenrichment@gmail.com,,"4860 Chambers Rd, #102",Denver,CO ,80239,,SCD Enrichment Camp,,,50,,12,18,$50 ,7/22/19,7/26/19,,DSST Stapleton High School,2000 Valentia St. ,Denver,CO,80238,"stem, arts, academics",7/26/19,9:00am,3:30pm,6.5 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",6/11/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",6/12/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",6/13/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",6/17/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",6/18/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",6/19/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",6/20/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",6/24/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",6/25/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",6/26/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",6/27/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",7/9/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",7/10/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",7/11/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",7/15/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",7/16/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",7/17/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",7/18/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",7/22/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",7/23/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",7/24/19,9:00am,4:00pm ,7 hours 
region_co,Apprentice of Peace,https://www.apprenticeofpeace.com/about-us,aopwellness@gmail.com,,1201 S. Steele St. ,Denver,CO,80210,,Apprentice of Peace,,,,,8,15,$250 ,6/11/19,7/25/19,,Kirk of Bonnie Brae Church,1201 S Steele St. ,Denver,CO,80210,"arts, dance, sports, academic",7/25/19,9:00am,4:00pm ,7 hours 
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",6/10/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",6/11/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",6/12/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",6/13/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",6/17/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",6/18/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",6/19/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",6/20/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",6/24/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",6/25/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",6/26/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",6/27/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",7/1/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",7/2/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",7/3/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",7/8/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",7/9/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",7/10/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",7/11/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",7/15/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",7/16/19,9:30am,3:30pm,6 hours
region_co,Celebrate the Beat,https://www.ctbeat.org/programs,tiffany@ctbeat.org,,3087 Tejon St. Unit A,Denver,CO,80211,,Celebrate the Beat,,,,,,,$0 ,6/10/19,7/17/19,,Kearney Middle School,6160 Kearney St.,Commerce City,CO,80022,"arts, dance",7/17/19,9:30am,3:30pm,6 hours
region_co,The JEKL Foundation for STEAM Education ,https://jeklfoundation.org,,,2102 Marion St.,Denver,CO,80205,,JEKL: Think Like a Girl Summer Camp ,,,,,14,18,$30 ,8/13/19,8/16/19,,Oleta Crain Enrichment Academy,2102 Marion St.,Denver,CO,80205,"academic, stem, arts",8/13/19,9:00am,3:30pm,6.5 hours 
