GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41
1500000US080310003011,080310003011,"Block Group 1, Census Tract 3.01, Denver County, Colorado",206,81,18,30,18,30,0,11,0,11,0,11,0,11,18,30,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,188,78,165,80,89,64,29,29,0,11,60,56,76,56,23,31,13,22,13,22,0,11,0,11,13,22,0,11,10,20,0,11,0,11,0,11,0,11,10,20
1500000US080310003012,080310003012,"Block Group 2, Census Tract 3.01, Denver County, Colorado",142,66,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,142,66,120,54,57,50,31,38,26,40,0,11,63,42,22,38,22,38,0,11,0,11,0,11,0,11,22,38,0,11,0,11,0,11,0,11,0,11,0,11
1500000US080310003013,080310003013,"Block Group 3, Census Tract 3.01, Denver County, Colorado",156,80,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,156,80,107,63,46,54,0,11,0,11,46,54,61,36,49,54,0,11,0,11,0,11,0,11,0,11,0,11,49,54,32,38,0,11,32,38,0,11,17,30
1500000US080310003014,080310003014,"Block Group 4, Census Tract 3.01, Denver County, Colorado",324,124,32,38,0,11,0,11,0,11,0,11,0,11,0,11,32,38,20,32,0,11,0,11,0,11,0,11,20,32,12,20,0,11,0,11,0,11,0,11,12,20,292,117,208,87,84,57,16,25,35,40,33,37,124,80,84,81,0,11,0,11,0,11,0,11,0,11,0,11,84,81,62,74,0,11,0,11,62,74,22,34
1500000US080310003015,080310003015,"Block Group 5, Census Tract 3.01, Denver County, Colorado",220,103,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,220,103,190,100,47,36,17,28,22,35,8,16,143,100,30,36,0,11,0,11,0,11,0,11,0,11,0,11,30,36,0,11,0,11,0,11,0,11,30,36
1500000US080310003016,080310003016,"Block Group 6, Census Tract 3.01, Denver County, Colorado",197,85,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,197,85,118,64,46,39,25,40,0,11,21,32,72,51,79,76,0,11,0,11,0,11,0,11,0,11,0,11,79,76,54,73,54,73,0,11,0,11,25,39
1500000US080310003021,080310003021,"Block Group 1, Census Tract 3.02, Denver County, Colorado",162,99,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,162,99,149,99,95,67,95,67,0,11,0,11,54,59,13,20,0,11,0,11,0,11,0,11,0,11,0,11,13,20,0,11,0,11,0,11,0,11,13,20
1500000US080310003022,080310003022,"Block Group 2, Census Tract 3.02, Denver County, Colorado",176,95,56,84,0,11,0,11,0,11,0,11,0,11,0,11,56,84,0,11,0,11,0,11,0,11,0,11,0,11,56,84,56,84,0,11,0,11,56,84,0,11,120,68,110,72,38,37,8,15,0,11,30,34,72,61,10,17,0,11,0,11,0,11,0,11,0,11,0,11,10,17,0,11,0,11,0,11,0,11,10,17
1500000US080310003023,080310003023,"Block Group 3, Census Tract 3.02, Denver County, Colorado",153,81,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,153,81,144,78,57,53,15,22,30,45,12,24,87,66,9,20,9,20,0,11,0,11,0,11,0,11,9,20,0,11,0,11,0,11,0,11,0,11,0,11
1500000US080310003024,080310003024,"Block Group 4, Census Tract 3.02, Denver County, Colorado",117,50,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,117,50,86,39,35,34,28,34,0,11,7,14,51,37,31,38,11,20,11,20,0,11,0,11,11,20,0,11,20,31,0,11,0,11,0,11,0,11,20,31
1500000US080310003025,080310003025,"Block Group 5, Census Tract 3.02, Denver County, Colorado",177,87,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,177,87,73,55,42,42,14,20,0,11,28,35,31,34,104,84,0,11,0,11,0,11,0,11,0,11,0,11,104,84,104,84,0,11,39,22,65,83,0,11
1500000US080310003031,080310003031,"Block Group 1, Census Tract 3.03, Denver County, Colorado",146,68,39,46,23,34,23,34,0,11,23,34,0,11,0,11,16,29,16,29,0,11,0,11,0,11,0,11,16,29,0,11,0,11,0,11,0,11,0,11,0,11,107,61,107,61,47,47,23,28,0,11,24,35,60,38,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US080310003032,080310003032,"Block Group 2, Census Tract 3.03, Denver County, Colorado",95,55,26,28,0,11,0,11,0,11,0,11,0,11,0,11,26,28,0,11,0,11,0,11,0,11,0,11,0,11,26,28,26,28,0,11,0,11,26,28,0,11,69,49,40,40,29,35,14,24,0,11,15,24,11,19,29,30,15,23,0,11,0,11,0,11,0,11,15,23,14,21,0,11,0,11,0,11,0,11,14,21
1500000US080310003033,080310003033,"Block Group 3, Census Tract 3.03, Denver County, Colorado",259,79,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,259,79,223,78,116,57,47,45,31,36,38,41,107,53,36,40,0,11,0,11,0,11,0,11,0,11,0,11,36,40,36,40,0,11,0,11,36,40,0,11
1500000US080310003034,080310003034,"Block Group 4, Census Tract 3.03, Denver County, Colorado",129,67,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,129,67,129,67,17,28,0,11,0,11,17,28,112,58,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US080310003035,080310003035,"Block Group 5, Census Tract 3.03, Denver County, Colorado",194,67,16,23,16,23,0,11,0,11,0,11,0,11,16,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,178,64,117,58,39,37,10,18,0,11,29,32,78,52,61,42,0,11,0,11,0,11,0,11,0,11,0,11,61,42,35,40,0,11,19,31,16,25,26,32
1500000US080310003036,080310003036,"Block Group 6, Census Tract 3.03, Denver County, Colorado",177,65,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,177,65,120,56,36,37,0,11,20,30,16,25,84,56,57,61,40,58,0,11,0,11,0,11,0,11,40,58,17,28,17,28,17,28,0,11,0,11,0,11
1500000US080310004011,080310004011,"Block Group 1, Census Tract 4.01, Denver County, Colorado",220,61,33,31,0,11,0,11,0,11,0,11,0,11,0,11,33,31,0,11,0,11,0,11,0,11,0,11,0,11,33,31,33,31,12,21,0,11,21,33,0,11,187,53,135,48,55,34,23,21,6,10,26,26,80,49,52,41,7,12,0,11,0,11,0,11,0,11,7,12,45,38,35,37,0,11,0,11,35,37,10,17
1500000US080310004012,080310004012,"Block Group 2, Census Tract 4.01, Denver County, Colorado",196,62,7,12,0,11,0,11,0,11,0,11,0,11,0,11,7,12,0,11,0,11,0,11,0,11,0,11,0,11,7,12,7,12,0,11,7,12,0,11,0,11,189,60,122,47,36,22,19,18,6,11,11,18,86,47,67,47,47,40,36,43,0,11,0,11,36,43,11,13,20,24,0,11,0,11,0,11,0,11,20,24
1500000US080310004013,080310004013,"Block Group 3, Census Tract 4.01, Denver County, Colorado",158,60,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,158,60,134,61,45,28,30,27,0,11,15,20,89,58,24,23,0,11,0,11,0,11,0,11,0,11,0,11,24,23,17,19,0,11,0,11,17,19,7,13
1500000US080310004014,080310004014,"Block Group 4, Census Tract 4.01, Denver County, Colorado",226,86,30,40,0,11,0,11,0,11,0,11,0,11,0,11,30,40,0,11,0,11,0,11,0,11,0,11,0,11,30,40,30,40,30,40,0,11,0,11,0,11,196,77,98,50,10,16,0,11,0,11,10,16,88,50,98,63,6,12,6,12,0,11,0,11,6,12,0,11,92,65,38,46,0,11,0,11,38,46,54,47
1500000US080310004021,080310004021,"Block Group 1, Census Tract 4.02, Denver County, Colorado",92,47,22,26,0,11,0,11,0,11,0,11,0,11,0,11,22,26,0,11,0,11,0,11,0,11,0,11,0,11,22,26,0,11,0,11,0,11,0,11,22,26,70,43,70,43,44,43,30,33,0,11,14,24,26,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US080310004022,080310004022,"Block Group 2, Census Tract 4.02, Denver County, Colorado",260,84,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,260,84,224,80,161,73,17,29,44,43,100,58,63,47,36,39,18,28,0,11,0,11,0,11,0,11,18,28,18,29,18,29,0,11,0,11,18,29,0,11
1500000US080310004023,080310004023,"Block Group 3, Census Tract 4.02, Denver County, Colorado",176,100,49,80,0,11,0,11,0,11,0,11,0,11,0,11,49,80,0,11,0,11,0,11,0,11,0,11,0,11,49,80,49,80,0,11,0,11,49,80,0,11,127,61,112,62,0,11,0,11,0,11,0,11,112,62,15,24,0,11,0,11,0,11,0,11,0,11,0,11,15,24,0,11,0,11,0,11,0,11,15,24
1500000US080310004024,080310004024,"Block Group 4, Census Tract 4.02, Denver County, Colorado",115,64,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,115,64,95,56,0,11,0,11,0,11,0,11,95,56,20,31,20,31,0,11,0,11,0,11,0,11,20,31,0,11,0,11,0,11,0,11,0,11,0,11
1500000US080310004025,080310004025,"Block Group 5, Census Tract 4.02, Denver County, Colorado",105,58,21,35,21,35,0,11,0,11,0,11,0,11,21,35,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,84,48,46,40,14,23,14,23,0,11,0,11,32,34,38,34,16,24,16,24,0,11,0,11,16,24,0,11,22,25,8,13,0,11,0,11,8,13,14,23
1500000US080310004026,080310004026,"Block Group 6, Census Tract 4.02, Denver County, Colorado",69,50,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,69,50,63,48,0,11,0,11,0,11,0,11,63,48,6,12,0,11,0,11,0,11,0,11,0,11,0,11,6,12,0,11,0,11,0,11,0,11,6,12
1500000US080310005011,080310005011,"Block Group 1, Census Tract 5.01, Denver County, Colorado",294,49,5,8,5,8,0,11,0,11,0,11,0,11,5,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,289,49,250,50,93,35,48,31,11,9,34,19,157,46,39,22,6,8,6,8,0,11,0,11,6,8,0,11,33,20,26,16,5,7,4,8,17,14,7,10
1500000US080310005012,080310005012,"Block Group 2, Census Tract 5.01, Denver County, Colorado",180,43,6,10,0,11,0,11,0,11,0,11,0,11,0,11,6,10,6,10,6,10,0,11,0,11,6,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,174,43,152,41,51,23,26,15,8,10,17,14,101,33,22,18,5,9,5,9,0,11,0,11,5,9,0,11,17,15,2,5,0,11,0,11,2,5,15,14
1500000US080310005021,080310005021,"Block Group 1, Census Tract 5.02, Denver County, Colorado",253,104,37,45,0,11,0,11,0,11,0,11,0,11,0,11,37,45,0,11,0,11,0,11,0,11,0,11,0,11,37,45,37,45,0,11,37,45,0,11,0,11,216,92,134,63,56,37,45,34,0,11,11,19,78,58,82,61,26,30,0,11,0,11,0,11,0,11,26,30,56,58,0,11,0,11,0,11,0,11,56,58
1500000US080310005022,080310005022,"Block Group 2, Census Tract 5.02, Denver County, Colorado",332,107,68,66,0,11,0,11,0,11,0,11,0,11,0,11,68,66,0,11,0,11,0,11,0,11,0,11,0,11,68,66,68,66,0,11,0,11,68,66,0,11,264,102,223,85,92,57,50,44,0,11,42,39,131,77,41,64,41,64,41,64,0,11,0,11,41,64,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US080310005023,080310005023,"Block Group 3, Census Tract 5.02, Denver County, Colorado",213,88,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,213,88,146,73,96,63,32,37,26,41,38,42,50,53,67,60,48,53,0,11,0,11,0,11,0,11,48,53,19,29,0,11,0,11,0,11,0,11,19,29
